발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,시설종류,대상시설명,소재지도로,소재지지번,위도_2,경도_2,관리기관명,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기준,제공기관코,제공기관명,옐로카펫_,보호구역_,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm),옐로카펫_설치유무,Unnamed: 0,법규위반_
2012,20120221,야간,금,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,948184.0,1939149.0,126.91417279999999,37.45007848,초등학교,탑동초등학교,서울특별시 금천구 탑골로 47-3,서울특별시 금천구 시흥동 230,37.45251781,126.9153675,서울특별시 금천구청,금천경찰서,Y,1.0,6~10,2020/02/20,3170000,서울특별시 금천구,0,95,2.3,-0.9,5.5,,0,,
2012,20120221,주간,금,1,1,0,0,0,서울,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,958722.0,1943119.0,127.0330879,37.48639224,어린이집,서초구청직장어린이집,서울특별시 서초구 남부순환로347길 46,서울특별시 서초구 서초2동 1360-26,37.48642194,127.03141969999999,서울시 서초구,서초경찰서,Y,1.0,3,2019/06/03,3210000,서울특별시 서초구,0,8,2.3,-0.9,5.5,,0,,
2012,20120221,주간,금,1,1,0,0,0,서울,송파구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,대형,자전거,965864.0,1946808.0,127.11370079999999,37.51993452,초등학교,잠실초등학교,서울특별시 송파구 올림픽로35길 20(,서울특별시 송파구 잠실4동 20-1,37.5201866,127.1113101,서울특별시 송파구청,송파경찰서,Y,1.0,15~28,2020/02/20,3230000,서울특별시 송파구,0,10,2.3,-0.9,5.5,,0,,
2012,20120221,주간,금,1,1,0,0,0,서울,송파구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,대형,자전거,965864.0,1946808.0,127.11370079999999,37.51993452,유치원,햇빛유치원,서울특별시 송파구 올림픽로 419,서울특별시 송파구 잠실4동 20-52,37.520487,127.114124,서울특별시 송파구청,송파경찰서,Y,1.0,6,2020/02/20,3230000,서울특별시 송파구,0,9,2.3,-0.9,5.5,,0,,
2012,20120224,야간,토,1,1,0,0,0,서울,은평구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,소형,0,948987.0,1954245.0,126.92239529999999,37.58619605,유치원,충암유치원,서울특별시 서대문구 가좌로길 5,서울특별시 서대문구 남가좌2동 2-3,37.584534999999995,126.92231899999999,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,2.0,6,2019/03/04,3120000,서울특별시 서대문구,0,9,4.3,0.2,9.7,,0,,
2012,20120224,야간,토,1,1,0,0,0,서울,은평구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,소형,0,948987.0,1954245.0,126.92239529999999,37.58619605,초등학교,충암초등,서울특별시 은평구 가좌로5길 5,서울특별시 은평구 가좌로5길 5,37.5850457,126.9217386,서울특별시 은평구,서부경찰서,Y,5.0,6,2019/07/31,3110000,서울특별시 은평구,0,97,4.3,0.2,9.7,,0,,
2012,20120224,주간,수,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,962499.0,1955001.0,127.0752028,37.59365006,유치원,동원초등학교병설유치원,서울특별시 중랑구 서울특별시 중랑구 송림길 114,서울특별시 중랑구 망우본동 216,37.594978000000005,127.07656999999999,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,3060000,서울특별시 중랑구,0,97,4.3,0.2,9.7,,0,,
2012,20120225,야간,화,1,3,1,1,0,서울,서대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,대형,950923.0,1954517.0,126.9435875,37.58917313,초등학교,인왕초등학교,서울특별시 서대문구 세무서길 33-9,서울특별시 서대문구 홍제3동 245-1,37.590337,126.945194,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,5.0,13~15,2019/03/04,3120000,서울특별시 서대문구,0,95,1.2,-2.3,5.0,,0,,
2012,20120225,야간,화,1,3,1,1,0,서울,서대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,대형,950923.0,1954517.0,126.9435875,37.58917313,유치원,홍제성당유치원,서울특별시 서대문구 통일로40길 18,서울특별시 서대문구 홍제3동 301-6,37.590144,126.943955,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,1.0,5~6,2019/03/04,3120000,서울특별시 서대문구,0,95,1.2,-2.3,5.0,,0,,
2012,20120225,야간,화,1,3,1,1,0,서울,서대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,대형,950923.0,1954517.0,126.9435875,37.58917313,유치원,인왕초교(병설)유치원,서울특별시 서대문구 세무서길 33-9,서울특별시 서대문구 홍제3동 245-1,37.590337,126.945194,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,1.0,13~15,2019/03/04,3120000,서울특별시 서대문구,0,95,1.2,-2.3,5.0,,0,,
2012,20120225,주간,월,1,1,0,0,0,서울,강남구,차대차,측면직각충돌,측면직각충돌,안전거리 미확보,단일로,기타단일로,중형,소형,961616.0,1945037.0,127.0652197,37.50459615,유치원,대현초등학교병설유치원,서울특별시 강남구 역삼로98길 16,,37.50372276,127.06356399999999,서울특별시 강남구청,수서경찰서,Y,1.0,5.5,2020/06/24,3220000,서울특별시 강남구,0,95,1.2,-2.3,5.0,,0,,
2012,20120225,주간,월,1,1,0,0,0,서울,강남구,차대차,측면직각충돌,측면직각충돌,안전거리 미확보,단일로,기타단일로,중형,소형,961616.0,1945037.0,127.0652197,37.50459615,초등학교,대현초등학교,서울특별시 강남구 역삼로98길 16,,37.50372276,127.06356399999999,서울특별시 강남구청,수서경찰서,Y,4.0,5.5,2020/06/24,3220000,서울특별시 강남구,0,95,1.2,-2.3,5.0,,0,,
2012,20120301,주간,화,1,10,2,1,6,서울,영등포구,차대차,측면직각충돌,측면직각충돌,안전거리 미확보,단일로,기타단일로,중형,대형,946684.0,1946129.0,126.89674129999999,37.5131308,유치원,영등포초등학교병설유치원,서울특별시 영등포구 경인로 756,서울특별시 영등포구 문래동1가 35-2,37.512933000000004,126.898261,영등포구청,영등포경찰서,Y,1.0,5~13,2020/06/30,3180000,서울특별시 영등포구,0,96,8.7,4.0,14.6,,0,,
2012,20120301,주간,화,1,10,2,1,6,서울,영등포구,차대차,측면직각충돌,측면직각충돌,안전거리 미확보,단일로,기타단일로,중형,대형,946684.0,1946129.0,126.89674129999999,37.5131308,초등학교,영등포초등학교,서울특별시 영등포구 경인로 756,서울특별시 영등포구 문래동1가 35-2,37.512933000000004,126.898261,영등포구청,영등포경찰서,Y,5.0,5~13,2020/06/30,3180000,서울특별시 영등포구,0,96,8.7,4.0,14.6,,0,,
2012,20120302,주간,목,1,1,0,0,0,서울,은평구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,원동기장치자전거,중형,948749.0,1959153.0,126.9191634,37.63040886,초등학교,은진초등,서울특별시 은평구 진관1로 21-20,서울특별시 은평구 진관1로 21-20,37.632607,126.9209282,서울특별시 은평구,은평경찰서,Y,2.0,12,2019/07/31,3110000,서울특별시 은평구,20170530,9,6.9,5.2,9.5,0.3,0,,
2012,20120302,야간,토,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,보행자,943783.0,1949158.0,126.86365320000002,37.54003367,어린이집,청솔어린이집,서울특별시 양천구 목동중앙남로3가길 115,서울특별시 양천구 목3동 713-23,37.5407511,126.864345,서울특별시 양천구청,양천경찰서,Y,1.0,6,2020/06/01,3140000,서울특별시 양천구,0,97,6.9,5.2,9.5,0.3,0,,
2012,20120302,야간,토,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,보행자,943783.0,1949158.0,126.86365320000002,37.54003367,유치원,등마초등학교,서울특별시 강서구 등촌로35길 12 (등촌동),,37.5420258,126.86163379999999,서울특별시 강서구청,강서경찰서,Y,1.0,8,2020/01/01,3150000,서울특별시 강서구,0,9,6.9,5.2,9.5,0.3,0,,
2012,20120302,야간,목,1,1,0,0,0,서울,금천구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,대형,946030.0,1941806.0,126.88962649999999,37.47390336,어린이집,모아래 어린이집,서울특별시 금천구 가산로 9길 35,서울특별시 금천구 가산동 219-21,37.47629846,126.8904598,서울특별시 금천구청,금천경찰서,Y,1.0,6~10,2020/02/20,3170000,서울특별시 금천구,0,6,6.9,5.2,9.5,0.3,0,,
2012,20120302,야간,목,1,1,0,0,0,서울,금천구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,대형,946030.0,1941806.0,126.88962649999999,37.47390336,유치원,시내유치원,서울특별시 금천구 가산로 99,서울특별시 금천구 가산동 769,37.47615506,126.8912876,서울특별시 금천구청,금천경찰서,Y,1.0,6~12,2020/02/20,3170000,서울특별시 금천구,0,99,6.9,5.2,9.5,0.3,0,,
2012,20120304,야간,일,1,2,1,0,0,서울,강서구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,0,941899.0,1950935.0,126.82270179999999,37.55858085,초등학교,공진초등학교,서울특별시 강서구 마곡서로 33 (마곡동),,37.557821999999994,126.82261100000001,서울특별시 강서구청,강서경찰서,N,,,2020/01/01,3150000,서울특별시 강서구,0,97,6.2,3.0,9.7,0.0,0,,
2012,20120304,야간,일,1,2,1,0,0,서울,강서구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,0,941899.0,1950935.0,126.82270179999999,37.55858085,유치원,공진초등학교병설유치원,서울특별시 강서구 마곡서로 33 (마곡동),,37.557821999999994,126.82261100000001,서울특별시 강서구청,강서경찰서,N,,,2020/01/01,3150000,서울특별시 강서구,0,97,6.2,3.0,9.7,0.0,0,,
2012,20120306,주간,토,1,1,0,0,0,서울,강남구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,중형,중형,961767.0,1944716.0,127.0674472,37.50091776,어린이집,대치어린이집,서울특별시 강남구 영동대로65길 11,,37.50185478,127.065542,서울특별시 강남구청,수서경찰서,Y,1.0,12,2020/06/24,3220000,서울특별시 강남구,0,11,3.0,1.8,4.6,8.5,0,,
2012,20120306,주간,토,1,1,0,0,0,서울,강남구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,중형,중형,961767.0,1944716.0,127.0674472,37.50091776,어린이집,한티어린이집,"서울특별시 강남구 영동대로57길 7, 대치문화복지회관 3층",,37.49995467,127.066938,서울특별시 강남구청,수서경찰서,Y,1.0,8,2020/06/24,3220000,서울특별시 강남구,0,11,3.0,1.8,4.6,8.5,0,,
2012,20120308,주간,월,1,3,0,2,0,서울,동대문구,차대차,측면직각충돌,측면직각충돌,교차로 통행방법 위반,교차로,교차로부근,소형,대형,962244.0,1953362.0,127.07239890000001,37.57886686,초등학교,은석초교,서울특별시 동대문구 장안벚꽃로 205,서울특별시 동대문구 장안2동 328,37.57855561,127.0757645,서울특별시 동대문구청,동대문경찰서,Y,1.0,,2019/11/25,3050000,서울특별시 동대문구,0,97,2.0,-0.3,5.2,,0,,
2012,20120308,주간,월,1,3,0,2,0,서울,동대문구,차대차,측면직각충돌,측면직각충돌,교차로 통행방법 위반,교차로,교차로부근,소형,대형,962244.0,1953362.0,127.07239890000001,37.57886686,어린이집,배봉어린이집,서울특별시 동대문구 사가정로25길 51,서울특별시 동대문구 장안동 94-61,37.5811645,127.07063740000001,서울특별시 동대문구청,동대문경찰서,Y,1.0,,2019/11/25,3050000,서울특별시 동대문구,0,9,2.0,-0.3,5.2,,0,,
2012,20120308,주간,토,1,1,0,0,0,서울,도봉구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,959564.0,1959215.0,127.0417242,37.63150738,유치원,초안유치원,서울특별시 노원구 우이천로 102,서울특별시 노원구 월계2동 초안@단지,37.63067857,127.04345249999999,노원구청,노원경찰서,Y,2.0,5.5~8,2020/07/14,3100000,서울특별시 노원구,0,10,2.0,-0.3,5.2,,0,,
2012,20120308,주간,토,1,1,0,0,0,서울,도봉구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,959564.0,1959215.0,127.0417242,37.63150738,초등학교,신화,서울특별시 도봉구 우이천로 120,,37.632669799999995,127.04085959999999,도봉구청,도봉경찰서,Y,4.0,6~15,2019/09/05,3090000,서울특별시 도봉구,20171019,96,2.0,-0.3,5.2,,0,,
2012,20120310,주간,수,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,963481.0,1948743.0,127.0866381,37.53728415,어린이집,구의3동어린이집,서울특별시 광진구 광나루로54길 36 (구의동),서울특별시 광진구 구의3동 199-21,37.539328000000005,127.08635600000001,서울특별시청,광진경찰서,Y,2.0,,2019/02/20,3040000,서울특별시 광진구,0,10,3.9,1.3,8.9,,0,,
2012,20120317,주간,수,1,1,0,0,0,서울,종로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,954607.0,1953227.0,126.9859182,37.577305100000004,초등학교,재동초등학교,서울특별시 종로구 북촌로4길 7,서울특별시 종로구 가회동 210,37.5799027,126.9855858,종로구청,종로경찰서,Y,2.0,6~25,2019/01/14,3000000,서울특별시 종로구,0,95,10.4,6.8,16.1,2.0,0,,
2012,20120318,야간,화,1,4,2,0,1,서울,강남구,차대차,측면직각충돌,측면직각충돌,과속,교차로,교차로내,중형,중형,961566.0,1945196.0,127.06514820000001,37.50523585,유치원,대현초등학교병설유치원,서울특별시 강남구 역삼로98길 16,,37.50372276,127.06356399999999,서울특별시 강남구청,수서경찰서,Y,1.0,5.5,2020/06/24,3220000,서울특별시 강남구,0,95,6.9,2.2,11.5,,0,,
2012,20120318,야간,화,1,4,2,0,1,서울,강남구,차대차,측면직각충돌,측면직각충돌,과속,교차로,교차로내,중형,중형,961566.0,1945196.0,127.06514820000001,37.50523585,초등학교,대현초등학교,서울특별시 강남구 역삼로98길 16,,37.50372276,127.06356399999999,서울특별시 강남구청,수서경찰서,Y,4.0,5.5,2020/06/24,3220000,서울특별시 강남구,0,95,6.9,2.2,11.5,,0,,
2012,20120319,야간,토,1,1,0,0,0,서울,영등포구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,소형,947429.0,1948273.0,126.90514280000001,37.53238119,유치원,영중유치원,서울특별시 영등포구 영중로 163,서울특별시 영등포구 영등포동8가 84,37.53107433,126.90523229999998,영등포구청,영등포경찰서,Y,1.0,5~26,2020/06/30,3180000,서울특별시 영등포구,0,95,2.8,-0.5,7.2,,0,,
2012,20120321,야간,금,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,경형,보행자,947364.0,1944519.0,126.90451850000002,37.49843314,어린이집,구립신길5동어린이집,서울특별시 영등포구 신길로13길 20,서울특별시 영등포구 신길동 440-53,37.497564000000004,126.906102,영등포구청,영등포경찰서,Y,1.0,8,2020/06/30,3180000,서울특별시 영등포구,0,7,4.3,-0.5,10.4,,0,,
2012,20120321,주간,목,1,1,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,939537.0,1952330.0,126.8153322,37.56835394,초등학교,송화초등학교,서울특별시 강서구 방화대로34길 2 (방화동),,37.56815091,126.8180317,서울특별시 강서구청,강서경찰서,Y,1.0,10,2020/01/01,3150000,서울특별시 강서구,20170908,97,4.3,-0.5,10.4,,0,,
2012,20120323,야간,월,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,957193.0,1945091.0,127.0156786,37.50409695,초등학교,서원초등학교,서울특별시 서초구 고무래로 63,서울특별시 서초구 반포1동 30-8,37.5027958,127.01513770000001,서울시 서초구,서초경찰서,Y,1.0,2,2019/06/03,3210000,서울특별시 서초구,20160905,96,5.0,2.3,9.7,22.0,0,,
2012,20120325,야간,수,1,2,1,0,0,서울,서초구,차대차,기타,기타,중앙선 침범,교차로,교차로부근,소형,중형,955561.0,1941714.0,126.9974186,37.47358177,어린이집,서초어린이집,서울특별시 서초구 남부순환로 2271-1,서울특별시 서초구 방배3동 1027-6,37.474629799999995,127.00024769999999,서울시 서초구,방배경찰서,Y,1.0,1,2019/06/03,3210000,서울특별시 서초구,0,8,3.6,0.9,7.7,,0,,
2012,20120326,야간,목,1,1,0,0,0,서울,관악구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,중형,대형,948651.0,1941642.0,126.9192787,37.47257459,유치원,신림유치원,서울특별시 관악구 난곡로 32길 12,,37.472093,126.9202382,서울특별시 관악구청,서울관악경찰서,Y,2.0,4~6,2020/05/31,3200000,서울특별시 관악구,0,96,3.9,-0.2,8.7,,0,,
2012,20120326,야간,목,1,1,0,0,0,서울,관악구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,중형,대형,948651.0,1941642.0,126.9192787,37.47257459,유치원,애동유치원,서울특별시 관악구 법원단지길 56,,37.47381393,126.920254,서울특별시 관악구청,서울관악경찰서,Y,2.0,8,2020/05/31,3200000,서울특별시 관악구,0,98,3.9,-0.2,8.7,,0,,
2012,20120327,야간,일,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,960758.0,1947077.0,127.05590600000001,37.522156,어린이집,튼튼영재어린이집,"서울특별시 강남구 학동로101길 26, 삼익상가3층",,37.52244507,127.0576206,서울특별시 강남구청,강남경찰서,Y,3.0,6,2020/06/24,3220000,서울특별시 강남구,0,11,6.4,1.0,10.9,,0,,
2012,20120329,주간,금,1,1,0,0,0,서울,금천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,947421.0,1939881.0,126.9054946,37.4566331,초등학교,시흥초등학교,서울특별시 금천구 독산로 23길 26,서울특별시 금천구 시흥동 841-19,37.45533882,126.90464080000001,서울특별시 금천구청,금천경찰서,Y,1.0,4~10,2020/02/20,3170000,서울특별시 금천구,0,97,11.6,5.9,16.2,0.0,0,,
2012,20120329,주간,화,1,11,2,7,1,서울,금천구,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로부근,중형,대형,946734.0,1940970.0,126.89764840000002,37.46640918,초등학교,독산초등학교,서울특별시 금천구 시흥대로 104길 31,서울특별시 금천구 독산동 1034,37.46565673,126.8997128,서울특별시 금천구청,금천경찰서,Y,1.0,4~8,2020/02/20,3170000,서울특별시 금천구,0,95,11.6,5.9,16.2,0.0,0,,
2012,20120331,주간,월,2,5,2,1,0,서울,서초구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,중형,중형,956827.0,1944924.0,127.0115476,37.50257468,어린이집,서초성모어린이집,서울특별시 서초구 고무래로8길 21,서울특별시 서초구 반포4동 54-9,37.5010268,127.00955159999998,서울시 서초구,방배경찰서,Y,1.0,1,2019/06/03,3210000,서울특별시 서초구,0,8,5.4,2.5,10.1,0.0,0,,
2012,20120331,야간,수,1,1,0,0,0,서울,영등포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,947697.0,1944391.0,126.9082947,37.49729838,어린이집,구립신길5동어린이집,서울특별시 영등포구 신길로13길 20,서울특별시 영등포구 신길동 440-53,37.497564000000004,126.906102,영등포구청,영등포경찰서,Y,1.0,8,2020/06/30,3180000,서울특별시 영등포구,0,7,5.4,2.5,10.1,0.0,0,,
2012,20120331,야간,수,1,1,0,0,0,서울,영등포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,947697.0,1944391.0,126.9082947,37.49729838,유치원,평강유치원,서울특별시 영등포구 신길로 27,서울특별시 영등포구 대림동 912-46,37.49493197,126.90814499999999,영등포구청,영등포경찰서,Y,1.0,4.2~4.7,2020/06/30,3180000,서울특별시 영등포구,0,9,5.4,2.5,10.1,0.0,0,,
2012,20120401,주간,월,1,1,0,0,0,서울,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,중형,보행자,941905.0,1948085.0,126.8439577,37.53226445,유치원,새화곡유치원,서울특별시 강서구 강서로15길 40 (화곡동),,37.5323019,126.84381499999999,서울특별시 강서구청,강서경찰서,Y,1.0,6,2020/01/01,3150000,서울특별시 강서구,0,96,4.6,0.6,9.4,,0,,
2012,20120402,야간,금,1,1,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,941538.0,1947075.0,126.83840829999998,37.52111988,초등학교,강서초교,서울특별시 양천구 오목로 31,서울특별시 양천구 신월4동 441,37.52241335,126.8409133,서울특별시 양천구청,양천경찰서,Y,7.0,5,2020/06/01,3140000,서울특별시 양천구,0,96,8.3,3.5,14.1,22.0,0,,
2012,20120402,야간,금,1,1,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,941538.0,1947075.0,126.83840829999998,37.52111988,어린이집,파랑새어린이집,서울특별시 양천구 남부순환로70길 8,서울특별시 양천구 신월7동 965-1,37.52213246,126.83587800000001,서울특별시 양천구청,양천경찰서,Y,2.0,7,2020/06/01,3140000,서울특별시 양천구,0,97,8.3,3.5,14.1,22.0,0,,
2012,20120402,야간,금,1,1,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,941538.0,1947075.0,126.83840829999998,37.52111988,어린이집,지원어린이집,서울특별시 양천구 남부순환로73길 15-8,서울특별시 양천구 신월4동 521-4,37.52073626,126.84006699999999,서울특별시 양천구청,양천경찰서,Y,1.0,5,2020/06/01,3140000,서울특별시 양천구,0,11,8.3,3.5,14.1,22.0,0,,
2012,20120402,야간,금,1,1,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,소형,보행자,941538.0,1947075.0,126.83840829999998,37.52111988,학원,잉글리쉬러닝베이(신월),서울특별시 양천구 지양로 46,서울특별시 양천구 신월7동 972-2,37.520019,126.835471,서울특별시 양천구청,양천경찰서,Y,1.0,7,2020/06/01,3140000,서울특별시 양천구,0,0,8.3,3.5,14.1,22.0,0,,
