발생년,발생년월일,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,시설종류,대상시설명,소재지도로,소재지지번,위도_2,경도_2,관리기관명,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기준,제공기관코,제공기관명,옐로카펫_,보호구역_,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm),옐로카펫_설치유무
2019,20190121,야,월,1,0,0,0,0,서울,구로구,차대차,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,943093,1943401,126.856289,37.48810305,유치원,개봉초병설유치원,서울특별시 구로구 개봉로16길 30-11,,37.48952311,126.8579748,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95,-1.2,-6.7,4.2,0,0
2019,20190121,야,월,1,0,0,0,0,서울,구로구,차대차,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,943093,1943401,126.856289,37.48810305,초등학교,개봉초등학교,서울특별시 구로구 개봉로16길 30-11,,37.48952311,126.8579748,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95,-1.2,-6.7,4.2,0,0
2019,20190122,야,화,1,0,0,0,0,서울,금천구,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,947696.5,1939261.9,126.9086534,37.45106862,어린이집,시흥5동 어린이집,서울특별시 금천구 독산로 10길 24,서울특별시 금천구 시흥동 919-15,37.449855,126.907253,서울특별시 금천구청,금천경찰서,Y,1,6~10,2020-02-20,3170000,서울특별시 금천구,0,6,1.7,-3.3,7.1,,0
2019,20190123,야,수,1,0,0,0,0,서울,종로구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,955745,1954622,126.9987214,37.58993392,초등학교,혜화초등학교,서울특별시 종로구 혜화로 32,서울특별시 종로구 명륜동1가 1-27,37.5888137,127.0000249,종로구청,혜화경찰서,Y,2,15,2019-01-14,3000000,서울특별시 종로구,20170414,97,2,-0.8,7,,1
2019,20190123,야,수,1,0,0,0,0,서울,종로구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,955745,1954622,126.9987214,37.58993392,유치원,한아름유치원,서울특별시 종로구 혜화로6길 80,서울특별시 종로구 혜화동 109-2,37.590282,127.0011512,종로구청,혜화경찰서,Y,1,6,2019-01-14,3000000,서울특별시 종로구,0,13,2,-0.8,7,,0
2019,20190125,야,금,1,1,1,0,0,서울,도봉구,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,960281,1965423,127.049512,37.68749225,초등학교,누원초등학교,서울특별시 도봉구 마들로 859-44,,37.6869304,127.0490694,도봉구청,도봉경찰서,Y,2,6~20,2019-09-05,3090000,서울특별시 도봉구,20171020,96,-1.2,-3.8,2.6,,1
2019,20190125,야,금,1,0,0,0,0,서울,도봉구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,958977,1961402,127.0349488,37.65119311,어린이집,쌍문삼성,서울특별시 도봉구 노해로 238,,37.6509601,127.0344914,도봉구청,도봉경찰서,Y,1,20,2019-09-05,3090000,서울특별시 도봉구,0,6,-1.2,-3.8,2.6,,0
2019,20190130,야,수,1,0,0,0,0,서울,용산구,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,953317,1948358,126.9716193,37.53335531,초등학교,용산초교,서울특벽시 용산구 한강대로57길 33,서울특별시 용산구 한강로2가 1,37.53521031,126.9716691,용산구청,용산경찰서,Y,,6~10,2020-02-18,3020000,서울특별시 용산구,0,97,1.8,-2.8,6.6,,0
2019,20190130,주,수,1,0,0,0,0,서울,은평구,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,948778,1957704,126.9195936,37.61735061,유치원,성균관(갈현초교 중복),서울특별시 은평구 연서로27길 23,서울특별시 은평구 연서로27길 23,37.6183134,126.9169211,서울특별시 은평구,은평경찰서,Y,1,4,2019-07-31,3110000,서울특별시 은평구,0,95,1.8,-2.8,6.6,,0
2019,20190130,야,수,1,0,0,0,0,서울,양천구,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,941204,1948103,126.8345465,37.53036403,어린이집,곰달래어린이집,서울특별시 양천구 남부순환로65길 2,서울특별시 양천구 신월1동 217-1,37.5277047,126.834015,서울특별시 양천구청,양천경찰서,Y,2,6,2020-06-01,3140000,서울특별시 양천구,0,8,1.8,-2.8,6.6,,0
2019,20190130,야,수,1,0,0,0,0,서울,양천구,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,941204,1948103,126.8345465,37.53036403,어린이집,세진어린이집,서울특별시 양천구 곰달래로 28,서울특별시 양천구 신월1동 226-7,37.5297015,126.835746,서울특별시 양천구청,양천경찰서,Y,3,7,2020-06-01,3140000,서울특별시 양천구,0,8,1.8,-2.8,6.6,,0
2019,20190130,야,수,1,0,0,0,0,서울,양천구,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,941204,1948103,126.8345465,37.53036403,학원,리틀플래닛학원,서울특별시 양천구 곰달래로9길 12,서울특별시 양천구 신월1동 121-1,37.53090097,126.8358401,서울특별시 양천구청,양천경찰서,Y,2,6,2020-06-01,3140000,서울특별시 양천구,0,0,1.8,-2.8,6.6,,0
2019,20190131,야,목,1,2,1,1,0,서울,구로구,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,940264,1943538,126.8242793,37.48915915,유치원,동정성모유치원,서울특별시 구로구 경인로2길 11,,37.48985001,126.8273989,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95,-2,-6.2,2.3,,0
2019,20190131,야,목,1,2,1,1,0,서울,구로구,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,940264,1943538,126.8242793,37.48915915,초등학교,오정초등학교,서울특별시 구로구 경인로2길 10,,37.49016576,126.8264393,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95,-2,-6.2,2.3,,0
2019,20190131,야,목,1,2,1,1,0,서울,구로구,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,940264,1943538,126.8242793,37.48915915,특수학교,성베드로학교,서울특별시 구로구 연동로 320,,37.4875236,126.826165,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,97,-2,-6.2,2.3,,0
2019,20190203,주,일,1,2,2,0,0,서울,영등포구,차대차,기타,신호위반,단일로,기타단일로,승용차,승용차,946793,1945276,126.8980042,37.50522336,유치원,파란나라유치원,서울특별시 영등포구 도신로8길 17,서울특별시 영등포구 대림동 652,37.50321946,126.8972605,영등포구청,영등포경찰서,Y,1,6~9,2020-06-30,3180000,서울특별시 영등포구,0,8,3.3,2,4.9,16,0
2019,20190203,주,일,1,2,2,0,0,서울,영등포구,차대차,기타,신호위반,단일로,기타단일로,승용차,승용차,946793,1945276,126.8980042,37.50522336,유치원,큰나무유치원,서울특별시 영등포구 도신로 31,서울특별시 영등포구 대림3동 608-1,37.506234,126.895153,영등포구청,영등포경찰서,Y,1,3~5,2020-06-30,3180000,서울특별시 영등포구,0,8,3.3,2,4.9,16,0
2019,20190203,주,일,1,2,2,0,0,서울,영등포구,차대차,기타,신호위반,단일로,기타단일로,승용차,승용차,946793,1945276,126.8980042,37.50522336,유치원,우성유치원,서울특별시 영등포구 도신로 68-1,서울특별시 영등포구 신길동 365,37.505742,126.900623,영등포구청,영등포경찰서,Y,1,18,2020-06-30,3180000,서울특별시 영등포구,0,8,3.3,2,4.9,16,0
2019,20190207,야,목,1,0,0,0,0,서울,구로구,차대사람,횡단중,과속,단일로,기타단일로,승용차,보행자,944957,1943163,126.8773906,37.48607091,어린이집,LG전자구로어린이집,서울특별시 구로구 가마산로 95,,37.486014,126.8769045,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,13,-2.1,-8.2,6.3,0.5,0
2019,20190212,야,화,1,0,0,0,0,서울,강남구,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,958931,1942954,127.0354612,37.48491434,초등학교,언주초등학교,서울특별시 강남구 남부순환로363길 19,,37.48632308,127.036781,서울특별시 강남구청,수서경찰서,Y,5,7.7,2020-06-24,3220000,서울특별시 강남구,0,97,-0.6,-4.1,3.7,0,0
2019,20190215,야,금,1,0,0,0,0,서울,성북구,차대사람,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,957045,1955925,127.0133696,37.60173973,초등학교,숭덕초등학교,서울특별시 성북구 정릉로 279,,37.60381836,127.0132906,서울특별시 성북구청,서울특별시 성북경찰서,Y,1,,2020-02-28,3070000,서울특별시 성북구,20171020,95,-0.8,-2.9,0.9,2.2,1
2019,20190215,야,금,1,0,0,0,0,서울,성북구,차대사람,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,957045,1955925,127.0133696,37.60173973,유치원,새싹유치원,서울특별시 성북구 정릉로 280,,37.60298573,127.0142327,서울특별시 성북구청,서울특별시 성북경찰서,Y,1,5,2020-02-28,3070000,서울특별시 성북구,0,10,-0.8,-2.9,0.9,2.2,0
2019,20190219,야,화,1,0,0,0,0,서울,영등포구,차량단독,기타,안전운전 의무 불이행,기타,기타,승용차,없음,945626,1946803,126.8846882,37.51891839,초등학교,영문초등학교,서울특별시 영등포구 문래로 56,서울특별시 영등포구 문래동6가 13,37.51980714,126.8875909,영등포구청,영등포경찰서,Y,2,7~11,2020-06-30,3180000,서울특별시 영등포구,0,5,1.4,0.2,3,4.6,0
2019,20190224,주,일,1,0,0,0,0,서울,구로구,차량단독,공작물충돌,기타,단일로,기타단일로,승용차,없음,941822,1945176,126.8417724,37.50402205,유치원,매봉초병설유치원,서울특별시 구로구 고척로21길 55,,37.50491677,126.844375,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95,6.3,1.2,13.7,,0
2019,20190224,주,일,1,0,0,0,0,서울,구로구,차량단독,공작물충돌,기타,단일로,기타단일로,승용차,없음,941822,1945176,126.8417724,37.50402205,초등학교,매봉초등학교,서울특별시 구로구 고척로21길 55,,37.50491677,126.844375,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,95,6.3,1.2,13.7,,0
2019,20190225,주,월,1,0,0,0,0,서울,성북구,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,960330,1957666,127.0504893,37.61757933,초등학교,장곡초등학교,서울특별시 성북구 장월로23길 16,서울특별시 성북구 장위동 235,37.61683038,127.0481563,서울특별시 성북구청,서울특별시 종암경찰서,Y,1,,2020-02-28,3070000,서울특별시 성북구,0,95,4.7,1.3,10.2,,0
2019,20190225,주,월,1,0,0,0,0,서울,성북구,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,960330,1957666,127.0504893,37.61757933,어린이집,장위3동어린이집,서울특별시 성북구 돌곶이로32길 43,서울특별시 성북구 장위동 77-64,37.61675603,127.0534217,서울특별시 성북구청,서울특별시 종암경찰서,Y,1,,2020-02-28,3070000,서울특별시 성북구,0,10,4.7,1.3,10.2,,0
2019,20190304,야,월,1,0,0,0,0,서울,광진구,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,961464,1949282,127.0637797,37.54206021,초등학교,성수초등학교,서울특별시 성동구 아차산로17길 21,서울특별시 성동구 성수동2가 277-32,37.54431493,127.0631573,서울특별시 성동구,성동경찰서,Y,3,5~8,2020-06-17,3030000,서울특별시 성동구,20180426,96,9.9,5,16.3,,1
2019,20190304,야,월,1,0,0,0,0,서울,광진구,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,961464,1949282,127.0637797,37.54206021,유치원,윤진유치원,서울특별시 광진구 아차산로 21길 15 (화양동),서울특별시 광진구 화양동 42-21,37.542766,127.062718,서울특별시청,광진경찰서,Y,2,,2019-02-20,3040000,서울특별시 광진구,0,9,9.9,5,16.3,,0
2019,20190306,야,수,1,0,0,0,0,서울,관악구,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,950651,1942653,126.9418285,37.481796,초등학교,관악초등학교,서울특별시 관악구 청룡4길 49,,37.48102412,126.942556,서울특별시 관악구청,서울관악경찰서,Y,4,6~20,2020-05-31,3200000,서울특별시 관악구,0,95,8.4,5.7,12.4,,0
2019,20190306,야,수,1,0,0,0,0,서울,관악구,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,950651,1942653,126.9418285,37.481796,유치원,관악병설유치원,서울특별시 관악구 청룡4길 49,,37.48102412,126.942556,서울특별시 관악구청,서울관악경찰서,Y,1,6~20,2020-05-31,3200000,서울특별시 관악구,0,95,8.4,5.7,12.4,,0
2019,20190309,주,토,1,0,0,0,0,서울,용산구,차대사람,횡단중,과속,단일로,지하차도(도로)내,승용차,보행자,953420,1948464,126.9727783,37.53431593,초등학교,용산초교,서울특벽시 용산구 한강대로57길 33,서울특별시 용산구 한강로2가 1,37.53521031,126.9716691,용산구청,용산경찰서,Y,,6~10,2020-02-18,3020000,서울특별시 용산구,0,97,7.2,-0.4,14.9,,0
2019,20190313,야,수,1,0,0,0,0,서울,성동구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,958555,1951579,127.0307216,37.56263749,어린이집,구립왕십리하나어린이집,서울특별시 성동구 무학봉16길 9-3,서울특별시 성동구 하왕십리동 976-13,37.560837,127.0320321,서울특별시 성동구,성동경찰서,Y,1,7,2020-06-17,3030000,서울특별시 성동구,0,10,3.5,-0.4,8.5,0,0
2019,20190313,야,수,1,0,0,0,0,서울,성동구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,958555,1951579,127.0307216,37.56263749,유치원,무학유치원,서울특별시 성동구 무학봉15가길 4,서울특별시 성동구 하왕십리동 986-95,37.5614705,127.0306547,서울특별시 성동구,성동경찰서,Y,1,4,2020-06-17,3030000,서울특별시 성동구,0,97,3.5,-0.4,8.5,0,0
2019,20190313,야,수,1,0,0,0,0,서울,성동구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,958555,1951579,127.0307216,37.56263749,초등학교,무학초등학교,서울특별시 성동구 무학봉15길 21,서울특별시 성동구 하왕십리동 950-1,37.5632029,127.0296455,서울특별시 성동구,성동경찰서,Y,8,5,2020-06-17,3030000,서울특별시 성동구,20180426,97,3.5,-0.4,8.5,0,1
2019,20190314,야,목,1,0,0,0,0,서울,금천구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,945367,1943057,126.8820358,37.48513987,어린이집,예뜰어린이집,서울특별시 구로구 구로동로7길 27,,37.48599142,126.884695,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,16,5,-1.7,10,0,0
2019,20190314,야,목,1,0,0,0,0,서울,금천구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,945367,1943057,126.8820358,37.48513987,초등학교,영일초등학교,서울특별시 구로구 남부순환로105길 218,,37.48564457,126.8838114,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,96,5,-1.7,10,0,0
2019,20190320,주,수,1,0,0,0,0,서울,강서구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,943258,1948345,126.8577736,37.53267389,유치원,새싹유치원,서울특별시 강서구 곰달래로49길 10 (화곡동),,37.53221274,126.8580387,서울특별시 강서구청,강서경찰서,Y,1,9,2020-01-01,3150000,서울특별시 강서구,0,98,10.3,7.1,14.6,16.5,0
2019,20190320,주,수,1,0,0,0,0,서울,강서구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,943258,1948345,126.8577736,37.53267389,어린이집,으뜸어린이집,서울특별시 강서구 곰달래로53길 30-20 (화곡동),,37.53365332,126.860173,서울특별시 강서구청,강서경찰서,N,,,2020-01-01,3150000,서울특별시 강서구,0,9,10.3,7.1,14.6,16.5,0
2019,20190327,주,수,1,0,0,0,0,서울,강남구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,958006,1947460,127.0247412,37.52548689,초등학교,신구초등학교,서울특별시 강남구 압구정로18길 28,,37.5233613,127.0239915,서울특별시 강남구청,강남경찰서,Y,8,5.5,2020-06-24,3220000,서울특별시 강남구,0,96,11.6,8.9,16.2,,0
2019,20190331,야,일,1,0,0,0,0,서울,용산구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,955310,1947062,126.9942551,37.52177289,초등학교,서빙고초교(병설유치원),서울특벽시 용산구 서빙고로51길 14,서울특별시 용산구 서빙고동 235-1,37.52206964,126.9922986,용산구청,용산경찰서,Y,,4~15,2020-02-18,3020000,서울특별시 용산구,0,95,4.4,2.6,8.4,0,0
2019,20190331,야,일,1,0,0,0,0,서울,용산구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,955310,1947062,126.9942551,37.52177289,어린이집,동빙고어린이집,서울특벽시 용산구 녹사평대로14길 7,서울특별시 용산구 동빙고동 7-40,37.52360144,126.9940089,용산구청,용산경찰서,Y,,6~8,2020-02-18,3020000,서울특별시 용산구,0,6,4.4,2.6,8.4,0,0
2019,20190401,주,월,1,0,0,0,0,서울,양천구,차대사람,횡단중,신호위반,교차로,교차로횡단보도내,자전거,보행자,943060,1946808,126.8556519,37.51880861,초등학교,양명초교,서울특별시 양천구 중앙로 204,서울특별시 양천구 신정1동 543,37.51637504,126.8566344,서울특별시 양천구청,양천경찰서,Y,3,7,2020-06-01,3140000,서울특별시 양천구,0,97,5.5,0.3,11.3,,0
2019,20190401,주,월,1,0,0,0,0,서울,양천구,차대사람,횡단중,신호위반,교차로,교차로횡단보도내,자전거,보행자,943060,1946808,126.8556519,37.51880861,어린이집,해바라기어린이집,서울특별시 양천구 목동동로1길 33,서울특별시 양천구 신정1동 310-11,37.51716063,126.856553,서울특별시 양천구청,양천경찰서,Y,1,7,2020-06-01,3140000,서울특별시 양천구,0,10,5.5,0.3,11.3,,0
2019,20190407,야,일,1,0,0,0,0,서울,성북구,차량단독,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,957974,1956496,127.023861,37.60692919,어린이집,다솔어린이집,서울특별시 성북구 삼양로8가길 32,,37.6088152,127.0247485,서울특별시 성북구청,서울특별시 종암경찰서,Y,1,,2020-02-28,3070000,서울특별시 성북구,0,10,12.6,5.6,20.3,,0
2019,20190407,야,일,1,0,0,0,0,서울,강서구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,942301,1948231,126.8469516,37.531587,유치원,신영유치원,서울특별시 강서구 곰달래로25길 4 (화곡동),,37.530958,126.849217,서울특별시 강서구청,강서경찰서,Y,1,8,2020-01-01,3150000,서울특별시 강서구,0,97,12.6,5.6,20.3,,0
2019,20190407,야,일,1,0,0,0,0,서울,강서구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,942301,1948231,126.8469516,37.531587,유치원,새화곡유치원,서울특별시 강서구 강서로15길 40 (화곡동),,37.5323019,126.843815,서울특별시 강서구청,강서경찰서,Y,1,6,2020-01-01,3150000,서울특별시 강서구,0,96,12.6,5.6,20.3,,0
2019,20190407,야,일,1,0,0,0,0,서울,양천구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,943307,1947948,126.8583589,37.52909872,어린이집,으뜸어린이집,서울특별시 양천구 신정중앙로 911-6,서울특별시 양천구 신정4동 911-6,37.526814,126.858316,서울특별시 양천구청,양천경찰서,Y,1,14,2020-06-01,3140000,서울특별시 양천구,0,10,12.6,5.6,20.3,,0
2019,20190407,야,일,1,0,0,0,0,서울,양천구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,943307,1947948,126.8583589,37.52909872,어린이집,어깨동무어린이집,서울특별시 양천구 신정중앙로21길 38,서울특별시 양천구 신정4동 884-19,37.527432,126.859116,서울특별시 양천구청,양천경찰서,Y,3,5,2020-06-01,3140000,서울특별시 양천구,0,11,12.6,5.6,20.3,,0
2019,20190407,야,일,1,0,0,0,0,서울,양천구,차대차,측면충돌,신호위반,단일로,기타단일로,승합차,이륜차,940154,1949090,126.8225829,37.53919228,초등학교,양원초교,서울특별시 양천구 화곡로 16,서울특별시 양천구 신월3동 40-1,37.5382167,126.8231056,서울특별시 양천구청,양천경찰서,Y,5,6,2020-06-01,3140000,서울특별시 양천구,0,96,12.6,5.6,20.3,,0
2019,20190407,야,일,1,0,0,0,0,서울,양천구,차대차,측면충돌,신호위반,단일로,기타단일로,승합차,이륜차,940154,1949090,126.8225829,37.53919228,유치원,광영유치원,서울특별시 양천구 남부순환로30길 17,서울특별시 양천구 신월3동 43-2,37.53719702,126.8232754,서울특별시 양천구청,양천경찰서,Y,0,6,2020-06-01,3140000,서울특별시 양천구,0,10,12.6,5.6,20.3,,0
2019,20190412,야,금,1,0,0,0,0,서울,강서구,차대차,측면충돌,안전거리 미확보,단일로,기타단일로,화물차,이륜차,942351,1950198,126.8473629,37.54931874,초등학교,우장초등학교,서울특별시 강서구 화곡로 263 (화곡동),,37.54963737,126.8459831,서울특별시 강서구청,강서경찰서,Y,1,4,2020-01-01,3150000,서울특별시 강서구,20171019,96,11.4,5.5,18.4,,1
2019,20190412,야,금,1,0,0,0,0,서울,강서구,차대차,측면충돌,안전거리 미확보,단일로,기타단일로,화물차,이륜차,942351,1950198,126.8473629,37.54931874,유치원,동그라미유치원,서울특별시 강서구 화곡로52길 14 (화곡동),,37.5501136,126.8491643,서울특별시 강서구청,강서경찰서,Y,1,6,2020-01-01,3150000,서울특별시 강서구,0,98,11.4,5.5,18.4,,0
2019,20190412,야,금,1,0,0,0,0,서울,강서구,차대차,측면충돌,안전거리 미확보,단일로,기타단일로,화물차,이륜차,942351,1950198,126.8473629,37.54931874,유치원,강서유치원,서울특별시 강서구 까치산로 116 (화곡동),,37.54821183,126.8500391,서울특별시 강서구청,강서경찰서,N,,,2020-01-01,3150000,서울특별시 강서구,0,9,11.4,5.5,18.4,,0
2019,20190414,야,일,1,0,0,0,0,서울,강북구,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,958539,1960370,127.0300422,37.64187187,유치원,상아유치원,서울특별시 강북구 한천로132길 27,서울특별시 강북구 번동 463-10,37.64014,127.02916,강북구청,강북경찰서,Y,2,8,2019-05-10,3080000,서울특별시 강북구,0,97,9.6,6.9,13.6,1.7,0
