발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2015,20150117,주,토,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로내,경형,보행자,961568.0,1955100.0,127.06465190000002,37.59450395
2015,20150117,주,토,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,945793.0,1939876.0,126.88708829999999,37.45649401
2015,20150118,야,일,1,2,1,0,0,서울,용산구,차량단독,기타,기타,신호위반,교차로,교차로내,중형,없음,954692.2,1948504.1,126.98717490000001,37.53474077
2015,20150119,주,월,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,신호위반,단일로,횡단보도상,중형,보행자,948843.0,1955948.0,126.92045290000002,37.60152734
2015,20150119,야,월,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,중형,보행자,957733.0,1957897.0,127.0210496,37.61954561
2015,20150120,야,화,1,1,0,0,0,서울,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,경형,보행자,968431.0,1948370.0,127.14268249999999,37.53410497
2015,20150120,주,화,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,소형,보행자,947402.0,1940054.0,126.90526740000001,37.45819131
2015,20150122,주,목,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,964847.1,1943139.7,127.10236880000001,37.48683231
2015,20150127,야,화,1,2,0,1,0,서울,동대문구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,중형,없음,961548.0,1952363.0,127.06456899999999,37.56983377
2015,20150128,주,수,1,1,0,0,0,서울,성북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,960979.0,1957450.0,127.05785470000001,37.61566026
2015,20150128,주,수,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,960893.0,1957549.0,127.05687490000001,37.61654891
2015,20150129,야,목,1,1,0,0,0,서울,구로구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,중형,대형,942102.0,1945202.0,126.84493810000001,37.50427401
2015,20150129,주,목,1,2,0,1,0,서울,동대문구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,교차로,교차로부근,중형,소형,960895.0,1952490.0,127.0571679,37.57095095
2015,20150129,야,목,1,2,1,0,0,서울,광진구,차대차,기타,기타,신호위반,교차로,교차로내,중형,대형,965366.0,1950060.0,127.10791189999999,37.54922754
2015,20150131,야,토,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,947245.0,1941891.0,126.90336070000001,37.47473967
2015,20150201,주,일,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,중형,보행자,962170.0,1959878.0,127.07122379999998,37.63759415
2015,20150201,주,일,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,959442.0,1953641.0,127.0406506,37.58126235
2015,20150204,주,수,1,1,0,0,0,서울,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,949633.0,1943377.0,126.9302652,37.48826664
2015,20150205,주,목,1,1,0,0,0,서울,송파구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로내,중형,보행자,965941.0,1947911.0,127.114521,37.52987917
2015,20150205,야,목,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,중형,보행자,957448.0,1946854.0,127.0184615,37.51999925
2015,20150207,야,토,1,1,0,0,0,서울,영등포구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,자전거,소형,948447.0,1946627.0,126.9166223,37.51749406
2015,20150207,주,토,1,1,0,0,0,서울,종로구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,955710.0,1954189.0,126.99835120000002,37.58602953
2015,20150208,주,일,1,1,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,중형,자전거,960164.2,1943353.6,127.0493881,37.48857013
2015,20150209,주,월,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,중형,보행자,948120.0,1954302.0,126.91237920000002,37.58665136
2015,20150210,야,화,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,943096.0,1943262.0,126.85633370000001,37.48685041
2015,20150211,야,수,1,1,0,0,0,서울,강북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,958091.4,1958992.9,127.0250479,37.62943955
2015,20150213,야,금,1,2,0,1,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,중형,보행자,960559.0,1952873.0,127.0533424,37.57438870000001
2015,20150215,야,일,1,2,1,0,0,서울,도봉구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,소형,보행자,958948.0,1961091.0,127.0346376,37.64838873
2015,20150217,주,화,1,1,0,0,0,서울,노원구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,중형,자전거,960684.0,1963566.0,127.05418279999999,37.67077226
2015,20150218,주,수,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,중형,보행자,945692.0,1947107.0,126.8854126,37.52166227
2015,20150218,야,수,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,947797.0,1945342.0,126.9093585,37.50587558
2015,20150219,야,목,1,2,1,0,0,서울,성동구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,소형,소형,957804.0,1950795.0,127.0222635,37.555537
2015,20150219,주,목,1,31,7,21,2,서울,강북구,차대차,추돌,진행중 추돌,신호위반,교차로,교차로내,중형,대형,958343.0,1958135.0,127.02794809999999,37.6217186
2015,20150221,주,토,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,952806.0,1952084.0,126.96559599999999,37.56691247
2015,20150221,야,토,1,2,0,1,0,서울,영등포구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,교량위,소형,소형,945225.0,1947358.0,126.88010929999999,37.52389694
2015,20150223,야,월,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,948170.0,1954470.0,126.91293359999999,37.58816838
2015,20150224,야,화,1,1,0,0,0,서울,성북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,960278.0,1957546.0,127.04990670000001,37.6164955
2015,20150224,야,화,1,1,0,0,0,서울,광진구,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로내,중형,원동기장치자전거,965657.0,1950492.0,127.111186,37.55313221
2015,20150225,야,수,1,1,0,0,0,서울,용산구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,중형,953769.0,1946488.0,126.97685279999999,37.51652332
2015,20150226,야,목,1,1,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,소형,보행자,946280.0,1942638.0,126.892393,37.48141691
2015,20150228,주,토,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,신호위반,교차로,교차로부근,중형,보행자,956977.0,1958510.0,127.01244720000001,37.62503559
2015,20150302,야,월,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,과속,단일로,횡단보도부근,중형,보행자,953168.0,1950111.0,126.969821,37.54914793
2015,20150302,주,월,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,중형,보행자,966955.0,1944512.0,127.12615009999999,37.49927935
2015,20150307,야,토,1,1,0,0,0,서울,강동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,없음,966432.0,1949096.0,127.1200239,37.54057808
2015,20150308,야,일,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,중형,보행자,958752.3,1947540.0,127.03318259999999,37.52624165
2015,20150309,주,월,1,1,0,0,0,서울,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,경형,보행자,960491.0,1945125.0,127.0529895,37.5045505
2015,20150311,야,수,1,1,0,0,0,서울,강남구,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,중형,없음,962455.0,1943068.0,127.0753149,37.48609188
2015,20150314,주,토,1,1,0,0,0,서울,강동구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로부근,건설기계,보행자,967743.0,1948664.0,127.13488259999998,37.5367311
2015,20150317,야,화,1,4,0,3,0,서울,마포구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,소형,대형,943625.0,1952509.0,126.8616072,37.57022665
2015,20150320,야,금,1,1,0,0,0,서울,강남구,차대사람,보도통행중,보도통행중,중앙선 침범,교차로,교차로부근,소형,보행자,960540.3,1942490.4,127.0536886,37.4808059
2015,20150320,야,금,1,1,0,0,0,서울,강북구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로부근,중형,보행자,956961.0,1962183.0,127.0120494,37.65814004
2015,20150322,야,일,1,1,0,0,0,서울,강북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,중형,원동기장치자전거,958243.0,1957662.0,127.02684199999999,37.61745083
2015,20150323,야,월,1,2,1,0,0,서울,강북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,중형,958389.0,1959614.0,127.02838510000001,37.63505115
2015,20150323,주,월,1,1,0,0,0,서울,성동구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,소형,자전거,960726.0,1949575.0,127.05541029999999,37.54466997
2015,20150323,주,월,1,1,0,0,0,서울,영등포구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,자전거,947601.0,1946845.0,126.9070338,37.51941126
2015,20150323,야,월,1,1,0,0,0,서울,강북구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,중형,보행자,956776.0,1962347.0,127.00994229999999,37.65960949
2015,20150324,야,화,1,1,0,0,0,서울,영등포구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,중형,건설기계,948054.0,1947512.0,126.91211270000001,37.52544866
2015,20150325,야,수,2,2,0,0,0,서울,동작구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,중형,중형,950304.0,1946493.0,126.93764440000001,37.51638821
2015,20150326,야,목,1,2,0,1,0,서울,중랑구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,횡단보도부근,중형,대형,963453.0,1955307.0,127.08599380000001,37.59644653
2015,20150326,야,목,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,중형,보행자,960468.0,1946182.0,127.05267240000002,37.51407665
2015,20150326,주,목,1,3,1,1,0,서울,마포구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,중형,중형,948798.0,1951924.0,126.92022450000002,37.56525622
2015,20150326,주,목,1,1,0,0,0,서울,용산구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,953413.0,1950598.0,126.9725636,37.55354978
2015,20150326,야,목,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,944232.0,1950137.0,126.86866090000002,37.54888472
2015,20150327,야,금,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,대형,보행자,964723.2,1946095.1,127.10082549999998,37.51346592
2015,20150328,야,토,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,중형,보행자,950056.0,1950645.0,126.93455559999998,37.55379751
2015,20150329,주,일,1,2,0,0,1,서울,동대문구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,중형,중형,960958.0,1954910.0,127.0577523,37.59276574
2015,20150329,야,일,1,4,1,0,2,서울,노원구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,중형,중형,961631.0,1960467.0,127.0650838,37.64288056
2015,20150329,야,일,1,2,1,0,0,서울,마포구,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,소형,없음,946477.0,1951284.0,126.89399109999998,37.55935587
2015,20150331,야,화,1,1,0,0,0,서울,마포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,946985.0,1952025.0,126.899689,37.56606394
2015,20150401,야,수,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전거리 미확보,교차로,교차로부근,대형,보행자,943088.2,1943358.1,126.8562381,37.48771609
2015,20150402,야,목,1,1,0,0,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,967520.0,1949053.0,127.1323412,37.54022949
2015,20150402,야,목,1,1,0,0,0,서울,서초구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,횡단보도부근,대형,보행자,958889.0,1942799.0,127.03499479999999,37.483515399999995
2015,20150404,야,토,1,1,0,0,0,서울,동대문구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,대형,중형,960938.0,1953047.0,127.0576251,37.57597318
2015,20150407,주,화,1,1,0,0,0,서울,동대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,기타/불명,기타/불명,중형,자전거,960896.0,1953184.0,127.0571422,37.57720621
2015,20150409,주,목,1,1,0,0,0,서울,은평구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,소형,950193.0,1955833.0,126.93575390000001,37.60056495
2015,20150409,주,목,1,1,0,0,0,서울,노원구,차대차,기타,기타,중앙선 침범,교차로,교차로내,자전거,중형,961539.0,1958837.0,127.0641268,37.628185200000004
2015,20150411,야,토,1,2,0,1,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,948399.0,1956375.0,126.915393,37.6053511
2015,20150413,야,월,1,1,0,0,0,서울,서대문구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,없음,952584.0,1952737.0,126.96304009999999,37.57278666
2015,20150414,주,화,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,964514.0,1943515.0,127.09858290000001,37.49020232
2015,20150415,야,수,1,1,0,0,0,서울,강동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,중형,없음,970865.0,1950729.0,127.1701379,37.55544783
2015,20150417,야,금,1,1,0,0,0,서울,서초구,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,중형,없음,957410.0,1946786.0,127.0180354,37.51938459
2015,20150417,야,금,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,보도통행중,보행자 보호의무 위반,단일로,횡단보도상,중형,보행자,947360.0,1944953.0,126.9044422,37.50234463
2015,20150417,주,금,1,2,0,1,0,서울,강동구,차대차,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,대형,대형,966832.0,1950469.0,127.1244895,37.55296796
2015,20150417,야,금,1,1,0,0,0,서울,서초구,차량단독,기타,기타,안전운전 의무 불이행,단일로,터널안,대형,없음,959076.0,1940166.0,127.03725619999999,37.45979139
2015,20150417,야,금,1,1,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,소형,보행자,942783.0,1951757.0,126.85213159999999,37.56339694
2015,20150418,야,토,1,3,1,1,0,서울,도봉구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,중형,중형,959770.0,1961416.0,127.0439375,37.6513544
2015,20150418,주,토,1,1,0,0,0,서울,마포구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,948794.0,1951824.0,126.92018610000001,37.56435469
2015,20150420,주,월,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,950716.0,1954760.0,126.9417508,37.59092208
2015,20150420,주,월,1,1,0,0,0,서울,구로구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,중형,원동기장치자전거,947083.0,1942791.0,126.90146399999999,37.48284229
2015,20150420,주,월,1,1,0,0,0,서울,광진구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,경형,원동기장치자전거,962615.0,1951818.0,127.07667920000002,37.56496546
2015,20150424,야,금,1,3,0,2,0,서울,송파구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,중형,중형,967651.0,1944404.0,127.1340288,37.49833055
2015,20150424,주,금,1,1,0,0,0,서울,용산구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,불명,중형,955279.0,1947015.0,126.9939071,37.52134776
2015,20150425,야,토,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도부근,중형,보행자,945175.0,1949906.0,126.8793531,37.5468593
2015,20150426,야,일,1,1,0,0,0,서울,강북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,경형,보행자,956915.0,1960810.0,127.011609,37.64576289
2015,20150428,주,화,1,31,8,22,0,서울,양천구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,대형,대형,944829.0,1950719.0,126.8753753,37.55416626
2015,20150429,야,수,1,1,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,962214.0,1939937.0,127.07274960000001,37.45786091
2015,20150502,야,토,1,1,0,0,0,서울,강남구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,소형,없음,960148.0,1942870.0,127.049231,37.48421054
2015,20150505,야,화,1,1,0,0,0,서울,광진구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,소형,소형,964401.0,1949872.0,127.0969966,37.54749624
2015,20150506,야,수,1,1,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,소형,자전거,955948.0,1956615.0,127.0009008,37.60790692
2015,20150507,주,목,1,1,0,0,0,서울,광진구,차대사람,기타,기타,신호위반,단일로,횡단보도부근,대형,보행자,963455.0,1952327.0,127.0861652,37.56958696
2015,20150507,야,목,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,952976.4,1947971.6,126.96778909999998,37.529855299999994
2015,20150508,주,금,1,1,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,원동기장치자전거,중형,958978.0,1955332.0,127.03530079999999,37.59648316
2015,20150509,주,토,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,중형,보행자,942027.0,1951298.0,126.84360819999999,37.5592127
2015,20150509,주,토,1,1,0,0,0,서울,중랑구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,터널안,소형,없음,964169.0,1953531.0,127.09419140000001,37.58046707
2015,20150510,주,일,1,1,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,946372.0,1942334.0,126.8934557,37.47868225
2015,20150510,주,일,1,1,0,0,0,서울,노원구,차량단독,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,자전거,없음,961392.0,1957405.0,127.06253659999999,37.61527211
2015,20150511,주,월,1,1,0,0,0,서울,도봉구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,중형,보행자,958444.0,1962708.0,127.02883229999999,37.66294028
2015,20150512,야,화,1,2,0,1,0,서울,마포구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,대형,없음,948960.0,1949506.0,126.922227,37.54347148
2015,20150512,야,화,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,947188.0,1937481.0,126.9030321,37.434988
2015,20150513,야,수,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,951489.0,1943167.0,126.9512726,37.48647322
2015,20150516,야,토,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,중형,보행자,963521.0,1951636.0,127.0869469,37.56336137
2015,20150516,주,토,1,1,0,0,0,서울,중랑구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,964157.0,1953940.0,127.0940355,37.58415305
2015,20150520,야,수,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,957827.7,1955985.2,127.02223300000001,37.60231856
2015,20150521,야,목,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,보도통행중,보행자 보호의무 위반,교차로,교차로내,중형,보행자,948200.0,1953838.0,126.91331809999998,37.58247381
2015,20150521,주,목,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,대형,보행자,966098.0,1944032.0,127.11647690000001,37.49492181
2015,20150521,주,목,1,1,0,0,0,서울,구로구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,횡단보도상,자전거,중형,945993.0,1944967.0,126.888976,37.50239183
2015,20150521,주,목,1,2,1,0,0,서울,노원구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,중형,없음,964289.7,1958627.2,127.0953096,37.62640526
2015,20150522,주,금,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,957066.0,1957004.0,127.0135442,37.61146594
2015,20150524,야,일,1,2,0,1,0,서울,노원구,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로내,대형,대형,960516.0,1958611.0,127.0525459,37.62610482
2015,20150525,야,월,1,2,0,0,1,서울,마포구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,중형,중형,950102.0,1950693.0,126.9350731,37.55423264
2015,20150526,주,화,1,1,0,0,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,970841.0,1949619.0,127.1699104,37.54544216
2015,20150526,야,화,1,2,0,1,0,서울,동작구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,중형,소형,950892.0,1945244.0,126.9443813,37.50516219
