발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2012,2012-01-05 15:00,50,주간,수,1,1,0,0,0,경남,진주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1070226,1693227,128.1147872,35.1589661
2012,2012-01-05 16:00,40,야간,월,1,4,0,2,1,경기,용인시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,경형,964858,1921721,127.1035101,37.29377275
2012,2012-01-05 18:00,50,야간,일,1,1,0,0,0,경남,진주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,승용차,중형,1065701,1687913,128.2211021,35.18488075
2012,2012-01-05 18:00,18,야간,금,1,3,1,1,0,경북,영천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,특수차,대형,1125958,1767805,128.8957264,35.89876717
2012,2012-01-05 18:00,40,주간,화,1,8,6,1,0,경기,평택시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,화물차,중형,943732,1885401,126.8678955,36.96535746
2012,2012-01-05 20:00,40,주간,일,1,12,8,1,2,충남,천안시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,0,0,972280,1879365,127.1888133,36.91222079
2012,2012-01-05 21:00,5,야간,토,1,4,3,0,0,인천,남동구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,경형,932098,1937391,126.7324809,37.43319236
2012,2012-01-05 21:00,20,야간,월,2,6,3,1,0,인천,계양구,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,중형,승용차,중형,930760,1947452,126.716412,37.52377153
2012,2012-01-06 1:00,20,야간,금,1,1,0,0,0,경기,성남시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,964884,1933009,127.1032685,37.39552024
2012,2012-01-06 5:00,58,주간,목,1,2,0,1,0,경기,안양시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승용차,중형,951916,1931236,126.9568799,37.37895712
2012,2012-01-06 9:00,4,주간,월,1,4,3,0,0,서울,서초구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,경형,960326,1939189,127.0514426,37.45103974
2012,2012-01-06 12:00,30,야간,월,2,4,2,0,0,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,중형,1066322,1819534,128.2393397,36.37096579
2012,2012-01-06 14:00,25,주간,목,2,2,0,0,0,경기,이천시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,승용차,대형,993678,1914557,127.4287321,37.22983889
2012,2012-01-06 15:00,10,주간,토,1,1,0,0,0,경남,김해시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,0,0,1119356,1692453,128.8114742,35.22035584
2012,2012-01-06 16:00,20,주간,금,1,3,0,2,0,충남,보령시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승용차,중형,0,0,918362,1830990,126.5887335,36.47305353
2012,2012-01-06 22:00,20,야간,금,1,2,0,1,0,경기,이천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,화물차,대형,961471,1932989,127.399082,37.23986802
2012,2012-01-06 23:00,40,야간,금,1,2,1,0,0,전남,보성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,959156,1645727,127.0534594,34.80529324
2012,2012-01-07 2:00,37,야간,월,1,1,0,0,0,충남,보령시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,0,0,918234,1800127,126.5905447,36.19483436
2012,2012-01-07 3:00,25,야간,금,1,1,0,0,0,경기,김포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,935467,1955161,126.7689985,37.59359293
2012,2012-01-07 5:00,12,주간,금,1,1,0,0,0,경기,가평군,차대차,기타,기타,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,승합차,대형,승용차,중형,1002969,1965021,127.5336729,37.68472449
2012,2012-01-07 6:00,30,야간,수,1,1,0,0,0,경기,가평군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승용차,중형,0,0,1003251,1965242,127.5369062,37.68670647
2012,2012-01-07 7:00,15,주간,목,1,2,1,0,0,전북,장수군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,건설기계,건설기계,1014203,1743494,127.657181,35.68770828
2012,2012-01-07 8:00,10,야간,금,1,1,0,0,0,충북,청주시,차대차,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,중형,화물차,대형,993259,1852847,127.4245593,36.67355146
2012,2012-01-07 9:00,50,주간,일,2,8,0,6,0,경기,시흥시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승합차,중형,승용차,중형,944056,1930192,126.8681829,37.3691062
2012,2012-01-07 14:00,50,주간,목,1,5,1,3,0,경북,김천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,중형,1052953,1793181,128.0885292,36.1342206
2012,2012-01-07 15:00,10,주간,화,1,2,1,0,0,경기,안성시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,969276,1888301,127.1547273,36.99267979
2012,2012-01-07 16:00,19,야간,일,1,1,0,0,0,부산,강서구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,특수차,대형,1133938,1691707,128.968695,35.21213079
2012,2012-01-07 16:00,44,야간,화,1,1,0,0,0,대구,서구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,경형,1096971,1763434,128.5740508,35.86266809
2012,2012-01-07 20:00,50,야간,화,1,1,0,0,0,경기,이천시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,대형,993962,1920908,127.4324811,37.28584529
2012,2012-01-07 20:00,5,야간,화,1,1,0,0,0,경기,남양주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,0,0,988990,1964155,127.3751435,37.67685762
2012,2012-01-07 23:00,39,야간,토,1,1,0,0,0,경기,남양주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,화물차,대형,보행자,보행자,970863,1956982,127.1698665,37.61180849
2012,2012-01-08 1:00,50,주간,금,1,1,0,0,0,경기,여주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,원동기장치자전거,원동기장치자전거,1012343,1918544,127.6392086,37.26571752
2012,2012-01-08 3:00,20,야간,월,1,1,0,0,0,인천,남구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,923754,1938570,126.6380532,37.44316838
2012,2012-01-08 7:00,20,주간,토,1,6,0,5,0,경기,용인시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,승합차,중형,965181,1921366,127.1071709,37.29058502
2012,2012-01-08 9:00,30,주간,금,1,1,0,0,0,전북,무주군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,중형,승용차,중형,1014687,1772262,127.6628488,35.94695278
2012,2012-01-08 12:00,0,야간,월,1,2,1,0,0,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,특수차,대형,1041715,1827353,127.9654583,36.44283697
2012,2012-01-08 15:00,10,주간,수,1,2,0,1,0,경북,고령군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,화물차,대형,화물차,대형,1076543,1756096,128.347112,35.79832412
2012,2012-01-08 15:00,20,주간,화,1,1,0,0,0,전남,영광군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,908913,1689782,126.4993901,35.19924125
2012,2012-01-08 16:00,57,야간,화,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,966216,1760150,127.1259216,35.83727798
2012,2012-01-08 17:00,15,주간,목,2,3,1,0,0,경남,고성군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,소형,건설기계,건설기계,1078252,1671827,128.357931,35.03843746
2012,2012-01-08 18:00,15,주간,토,1,2,0,1,0,충북,청원군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,소형,0,0,1009725,1854957,127.6069364,36.72449749
2012,2012-01-09 0:00,35,야간,토,1,1,0,0,0,경기,안산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,이륜차,소형,939770,1923704,126.8203081,37.3103596
2012,2012-01-09 3:00,20,야간,목,1,1,0,0,0,경남,진주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1054454,1682309,128.0977215,35.13451609
2012,2012-01-09 5:00,54,야간,금,1,1,0,0,0,전북,부안군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,교차로,교차로부근,화물차,소형,원동기장치자전거,원동기장치자전거,929846,1748046,126.7217157,35.72423577
2012,2012-01-09 6:00,0,주간,토,1,2,1,0,0,경기,김포시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,소형,승용차,대형,936481,1954475,126.7805433,37.58748072
2012,2012-01-09 10:00,4,야간,토,1,2,1,0,0,경기,포천시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,중형,982361,1986343,127.2911195,37.8638896
2012,2012-01-09 13:00,25,주간,토,1,1,0,0,0,부산,해운대구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1148267,1693892,129.1293021,35.22946874
2012,2012-01-09 15:00,10,야간,수,1,2,1,0,0,경기,시흥시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,소형,933198,1927719,126.7457874,37.3460982
2012,2012-01-09 16:00,50,주간,화,1,1,0,0,0,울산,남구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1163950,1728749,129.3085702,35.54117136
2012,2012-01-09 17:00,5,주간,월,1,1,0,0,0,경기,평택시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,0,0,957019,1893159,127.0102191,37.03664815
2012,2012-01-09 18:00,44,주간,월,1,1,0,0,0,대구,달성군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승용차,중형,건설기계,건설기계,1088772,1749987,128.4816366,35.74221404
2012,2012-01-09 20:00,30,주간,토,1,3,1,1,0,충남,보령시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,915865,1807557,126.5633999,36.26160821
2012,2012-01-09 20:00,25,야간,금,1,2,1,0,0,대구,북구,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,대형,화물차,대형,1092478,1766734,128.5246768,35.8928511
2012,2012-01-10 0:00,15,야간,목,2,4,2,0,0,대구,달성군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,중형,1090072,1757377,128.4969649,35.80872411
2012,2012-01-10 1:00,40,야간,금,1,1,0,0,0,경기,양주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승용차,소형,0,0,949891,1965143,126.9316248,37.68459448
2012,2012-01-10 3:00,30,야간,금,1,4,3,0,0,전북,남원시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,999853,1721842,127.4983793,35.49245809
2012,2012-01-10 3:00,10,주간,화,1,3,0,2,0,경기,용인시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,화물차,대형,979666,1916411,127.2709715,37.24687374
2012,2012-01-10 5:00,20,야간,일,1,3,0,2,0,전북,익산시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,승용차,소형,952865,1771664,126.9774137,35.94053412
