발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,법규위반,도로형태_,도로형태,가해자_당,가해자_?1,피해자_당,피해자_?1,발생위치X_,발생위치Y_,경도,위도,field_1,관리기관명,소재지도로,소재지지번,설치목적구,카메라대수,카메라화소,촬영방면정,보관일수,설치년월,관리기관전,위도_2,경도_2,데이터기준,제공기관코,제공기관명,시설종류,대상시설명,소재지도_1,소재지지_1,위도_2_2,경도_2_2,관리기관_1,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기_1,제공기관_1,제공기관_2,옐로카펫_,보호구역_
"2018","20181208",주,토,"1","2","1","0","0",서울,광진구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,교량위,승용차,승용차,승용차,승용차,961134.000000000000000,1948530.000000000000000,127.060084099999997,37.535268330000001,"28832",서울특별시 성동구청,서울특별시 성동구 둘레길149-1,서울특별시 성동구 둘레길149-1,쓰레기단속,"2",200.000000000000000,하단부,30.000000000000000,"201807",02-2286-5879,37.535507000000003,127.059913999999992,2020/06/08,"3030000",서울특별시 성동구,유치원,성수아름유치원,서울특별시 광진구 뚝섬로 476-15 (자양동),서울특별시 광진구 자양4동 52-1,37.536405000000002,127.060189999999992,서울특별시청,광진경찰서,Y,2.000000000000000,,2019/02/20,"3040000",서울특별시 광진구,"0","98"
"2018","20180318",주,일,"1","1","0","0","0",서울,성동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,958684.000000000000000,1951628.000000000000000,127.032179400000004,37.563084949999997,"28834",서울특별시 성동구청,서울특별시 성동구 무학봉길 86,서울특별시 성동구 무학봉길 86,쓰레기단속,"1",200.000000000000000,하단부,30.000000000000000,"201807",02-2286-5879,37.561709999999998,127.031631000000004,2020/06/08,"3030000",서울특별시 성동구,어린이집,구립왕십리하나어린이집,서울특별시 성동구 무학봉16길 9-3,서울특별시 성동구 하왕십리동 976-13,37.560836999999999,127.032032099999995,서울특별시 성동구,성동경찰서,Y,1.000000000000000,"7",2020/06/17,"3030000",서울특별시 성동구,"0","10"
"2018","20180318",주,일,"1","1","0","0","0",서울,성동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,958684.000000000000000,1951628.000000000000000,127.032179400000004,37.563084949999997,"38708",서울특별시 성동구청,서울특별시 성동구 무학봉11가길 5-34,서울특별시 성동구 하왕십리동 991-44,쓰레기단속,"1",300.000000000000000,하단부,30.000000000000000,"201409",02-2286-5879,37.561584000000003,127.028625000000005,2020/06/08,"3030000",서울특별시 성동구,유치원,무학유치원,서울특별시 성동구 무학봉15가길 4,서울특별시 성동구 하왕십리동 986-95,37.561470499999999,127.030654699999999,서울특별시 성동구,성동경찰서,Y,1.000000000000000,"4",2020/06/17,"3030000",서울특별시 성동구,"0","97"
"2018","20180318",주,일,"1","1","0","0","0",서울,성동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,958684.000000000000000,1951628.000000000000000,127.032179400000004,37.563084949999997,"33983",서울특별시 성동구청,서울특별시 성동구 왕십리로 379,서울특별시 성동구 하왕십리동 890-81,쓰레기단속,"1",300.000000000000000,하단부,30.000000000000000,"201409",02-2286-5879,37.564621000000002,127.028144999999995,2020/06/08,"3030000",서울특별시 성동구,초등학교,무학초등학교,서울특별시 성동구 무학봉15길 21,서울특별시 성동구 하왕십리동 950-1,37.563202900000000,127.029645500000001,서울특별시 성동구,성동경찰서,Y,8.000000000000000,"5",2020/06/17,"3030000",서울특별시 성동구,2018-04-26,"97"
"2018","20180512",야,토,"1","1","0","0","0",서울,중랑구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,963432.000000000000000,1955321.000000000000000,127.085755199999994,37.596571879999999,"18086",서울특별시 중랑구청,서울특별시 중랑구 상봉1동 308,서울특별시 중랑구 상봉1동 308,생활방범,"5",200.000000000000000,"0",30.000000000000000,"201302",02-2094-0284,37.598681380000002,127.085084499999994,2020/05/06,"3060000",서울특별시 중랑구,초등학교,서울상봉초등학교,서울특별시 중랑구 동일로 126가길 11,서울특별시 중랑구 상봉1동 312-1,37.597980210000003,127.083170899999999,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,"3060000",서울특별시 중랑구,"0","96"
"2018","20180512",야,토,"1","1","0","0","0",서울,중랑구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,963432.000000000000000,1955321.000000000000000,127.085755199999994,37.596571879999999,"18062",서울특별시 중랑구청,서울특별시 중랑구 봉우재로 147,서울특별시 중랑구 상봉2동 105-91,생활방범,"3",200.000000000000000,"0",30.000000000000000,"201912",02-2094-0284,37.593414910000000,127.089305300000007,2020/05/06,"3060000",서울특별시 중랑구,어린이집,삼성어린이집,서울특별시 중랑구 면목로88길 9,서울특별시 중랑구 상봉2동 107-1,37.594150100000000,127.086921400000008,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,"3060000",서울특별시 중랑구,"0","6"
"2018","20180225",야,일,"1","1","0","0","0",서울,중랑구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,964483.000000000000000,1954701.000000000000000,127.097690799999995,37.591024820000001,"18137",서울특별시 중랑구청,서울특별시 중랑구 용마산로96길 21-26,서울특별시 중랑구 망우3동 437-11,생활방범,"4",130.000000000000000,"0",30.000000000000000,"201011",02-2094-0284,37.591347799999994,127.099341400000014,2020/05/06,"3060000",서울특별시 중랑구,초등학교,서울면일초등학교,서울특별시 중랑구 용마산로100길 13,서울특별시 중랑구 망우3동 440,37.592042409999998,127.099795299999997,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,"3060000",서울특별시 중랑구,"0","96"
"2018","20180422",야,일,"1","1","0","0","0",서울,강동구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,967531.000000000000000,1948079.000000000000000,127.132508799999997,37.531450800000002,"33660",서울특별시 강동구청,서울특별시 강동구 천호대로170길 95(성내동),서울특별시 강동구 성내동 408,생활방범,"3",200.000000000000000,360도전방면,30.000000000000000,"201512",02-3425-7090,37.531379700000002,127.131515500000006,2020/05/20,"3240000",서울특별시 강동구,유치원,송원유치원,서울특별시 강동구 성안로 64,서울특별시 강동구 성내2동 420-3,37.529143200000000,127.131710200000001,서울특별시 강동구청,강동경찰서,Y,2.000000000000000,"15",2019/12/06,"3240000",서울특별시 강동구,"0","9"
"2018","20180614",야,목,"1","1","0","0","0",서울,양천구,차대차,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,이륜차,승용차,승용차,941835.000000000000000,1946024.000000000000000,126.841852399999993,37.511665950000001,"13168",서울특별시 양천구청,서울특별시 양천구 남부순환로 604-6,서울특별시 양천구 신월동 1015-13,생활방범,"3",200.000000000000000,360도 전방,30.000000000000000,"200912",02-2620-4793,37.514346999999994,126.839945000000000,2019/11/20,"3140000",서울특별시 양천구,유치원,계상유치원,서울특별시 양천구 남부순환로86길 22,서울특별시 양천구 신정3동 1286-1,37.512508000000004,126.839855000000000,서울특별시 양천구청,양천경찰서,Y,0.000000000000000,"7",2020/06/01,"3140000",서울특별시 양천구,"0","10"
"2018","20180311",야,일,"1","1","0","0","0",서울,노원구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,960631.000000000000000,1964719.000000000000000,127.053519600000001,37.681162120000003,"15033",서울특별시 노원구청,서울특별시 노원구 동일로245길,서울특별시 노원구 상계1동 1252-1,생활방범,"1",200.000000000000000,고정,30.000000000000000,"201612",02-2116-4917,37.681337550000002,127.052375799999993,2019/04/08,"3100000",서울특별시 노원구,어린이집,북부어린이집,서울특별시 노원구 동일로245길 56,서울특별시 노원구 상계1동 1257,37.679706390000000,127.052414999999996,노원구청,노원경찰서,Y,1.000000000000000,6~6.9,2020/07/14,"3100000",서울특별시 노원구,"0","8"
"2018","20180603",주,일,"1","1","0","0","0",서울,종로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,화물차,승용차,승용차,952290.000000000000000,1955864.000000000000000,126.959507099999996,37.600955540000001,"29872",서울특별시 종로구청,서울특별시 종로구 자하문로 303,"서울특별시 종로구 홍지동 126-1, 주유소 뒷골목",생활방범,"2",200.000000000000000,360도전방면,30.000000000000000,"201312",02-2148-4301,37.599111499999999,126.959154200000015,2019/09/18,"3000000",서울특별시 종로구,어린이집,엔젤키즈어린이집,서울특별시 종로구 자하문로43길 4-13,서울특별시 종로구 부암동 384-7,37.598517899999997,126.960504000000000,종로구청,종로경찰서,Y,1.000000000000000,"30",2019/01/14,"3000000",서울특별시 종로구,"0","16"
"2018","20180603",주,일,"1","1","0","0","0",서울,종로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,화물차,승용차,승용차,952290.000000000000000,1955864.000000000000000,126.959507099999996,37.600955540000001,"29689",서울특별시 종로구청,서울특별시 종로구 세검정로7나길 14,서울특별시 종로구 신영동 214-43,생활방범,"3",200.000000000000000,360도전방면,30.000000000000000,"201312",02-2148-4301,37.603583299999997,126.960073799999989,2019/09/18,"3000000",서울특별시 종로구,초등학교,세검정초등학교,서울특별시 종로구 세검정로9길1,서울특별시 종로구 신영동 219-4,37.603387800000000,126.960899900000001,종로구청,종로경찰서,Y,3.000000000000000,4~8,2019/01/14,"3000000",서울특별시 종로구,2017-04-14,"10"
"2018","20180603",주,일,"1","1","0","0","0",서울,종로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,화물차,승용차,승용차,952290.000000000000000,1955864.000000000000000,126.959507099999996,37.600955540000001,"29873",서울특별시 종로구청,서울특별시 종로구 세검정로 209-16,"서울특별시 종로구 홍지동 36-25, 건물 앞",생활방범,"3",200.000000000000000,360도전방면,30.000000000000000,"201312",02-2148-4301,37.599542000000000,126.956079300000013,2019/09/18,"3000000",서울특별시 종로구,초등학교,상명대부속초등학교,서울특별시 종로구 홍지문2길1,서울특별시 종로구 홍지동 7,37.600580200000003,126.956708000000006,종로구청,종로경찰서,Y,1.000000000000000,6~12,2019/01/14,"3000000",서울특별시 종로구,2016-11-10,"10"
"2018","20180801",야,수,"1","2","0","1","0",서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,956650.000000000000000,1954575.000000000000000,127.008974800000004,37.589553400000000,"22022",서울특별시 성북구청,서울특별시 성북구 동소문로6길 12,서울특별시 성북구 동소문동2가 61,생활방범,"3",130.000000000000000,"360",30.000000000000000,"201112",02-2241-4562,37.588665720000002,127.008288999999991,2020/03/31,"3070000",서울특별시 성북구,유치원,새삼선유치원,서울특별시 성북구 성북로4길 21,서울특별시 성북구 동소문동1가 140-75,37.590289660000003,127.006209299999995,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.000000000000000,"14",2020/02/28,"3070000",서울특별시 성북구,"0","95"
"2018","20181129",주,목,"1","4","1","2","0",서울,중랑구,차대차,정면충돌,정면충돌,중앙선 침범,불명,불명,승용차,승용차,승용차,승용차,963306.000000000000000,1955941.000000000000000,127.084296800000004,37.602155089999997,"18018",서울특별시 중랑구청,서울특별시 중랑구 봉화산로 101-1,서울특별시 중랑구 중화1동 11-37,생활방범,"3",200.000000000000000,"0",30.000000000000000,"201912",02-2094-0284,37.602571980000000,127.085575399999996,2020/05/06,"3060000",서울특별시 중랑구,초등학교,서울중흥초등학교,서울특별시 중랑구 봉화산로 82,서울특별시 중랑구 중화1동 119,37.601634999999995,127.084144299999991,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,"3060000",서울특별시 중랑구,"0","0"
"2018","20181009",야,화,"1","1","0","0","0",서울,양천구,차량단독,전도,전도,안전운전 의무 불이행,단일로,교량위,이륜차,이륜차,없음,없음,941233.000000000000000,1947550.000000000000000,126.834918999999999,37.525381680000002,"13179",서울특별시 양천구청,서울특별시 양천구 곰달래로10길 9,서울특별시 양천구 신월동 229-3,생활방범,"5",200.000000000000000,360도 전방,30.000000000000000,"200812",02-2620-4793,37.529113000000002,126.836733000000024,2019/11/20,"3140000",서울특별시 양천구,어린이집,곰달래어린이집,서울특별시 양천구 남부순환로65길 2,서울특별시 양천구 신월1동 217-1,37.527704700000001,126.834014999999994,서울특별시 양천구청,양천경찰서,Y,2.000000000000000,"6",2020/06/01,"3140000",서울특별시 양천구,"0","8"
"2018","20180625",주,월,"1","1","0","0","0",서울,노원구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,962805.000000000000000,1961949.000000000000000,127.078315399999994,37.656286420000001,"14554",서울특별시 노원구청,서울특별시 노원구 중계로8길 20 자연마당 생태학습관1,서울특별시 노원구 중계동 산40-1 ( 자연마당 생태학습관1),시설물관리,"1",200.000000000000000,회전,30.000000000000000,"201509",02-2116-3952,37.656329890000002,127.080061599999993,2019/04/08,"3100000",서울특별시 노원구,유치원,사랑샘유치원,서울특별시 노원구 한글비석로 325,서울특별시 노원구 중계4동 358-6,37.656407999999999,127.077719299999998,노원구청,노원경찰서,Y,1.000000000000000,20~23,2020/07/14,"3100000",서울특별시 노원구,"0","12"
"2018","20180601",야,금,"1","2","0","1","0",서울,노원구,차량단독,공작물충돌,공작물충돌,과속,단일로,기타단일로,이륜차,이륜차,없음,없음,962616.000000000000000,1962794.000000000000000,127.076129399999999,37.663894870000000,"15235",서울특별시 노원구청,서울특별시 노원구 덕릉로94가길 54 불암공원1,"서울특별시 노원구 상계3,4동 1275-4 불암어린이공원1",시설물관리,"1",130.000000000000000,회전,30.000000000000000,"201201",02-2116-3952,37.664206170000000,127.078730499999992,2019/04/08,"3100000",서울특별시 노원구,유치원,무지개유치원,서울특별시 노원구 덕릉로94가길 54,서울특별시 노원구 상계3동 1275-3,37.664553999999995,127.078716099999980,노원구청,노원경찰서,Y,1.000000000000000,5.6~11.5,2020/07/14,"3100000",서울특별시 노원구,"0","8"
"2018","20180311",야,일,"1","2","0","1","0",서울,성동구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승용차,승용차,958101.000000000000000,1951844.000000000000000,127.025565999999998,37.565005470000003,"19282",서울특별시 중구청,서울특별시 중구 퇴계로88가길 48-11(신당5동),서울특별시 중구 신당5동 166-5,쓰레기단속,"1",200.000000000000000,고정형,30.000000000000000,"201709",02-3396-4744,37.562863000000000,127.022965999999997,2019/11/21,"3010000",서울특별시 중구,초등학교,신당초등학교,서울특별시 중구 난계로 141,서울특별시 중구 신당동 161-2,37.563625219999999,127.023673900000006,서울특별시 중구,서울중부경찰서,Y,4.000000000000000,"25",2020/07/14,"3010000",서울특별시 중구,2015-09-14,"7"
"2018","20180115",야,월,"1","1","0","0","0",서울,성동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,958632.000000000000000,1951659.000000000000000,127.031588900000003,37.563362020000000,"28834",서울특별시 성동구청,서울특별시 성동구 무학봉길 86,서울특별시 성동구 무학봉길 86,쓰레기단속,"1",200.000000000000000,하단부,30.000000000000000,"201807",02-2286-5879,37.561709999999998,127.031631000000004,2020/06/08,"3030000",서울특별시 성동구,어린이집,구립왕십리하나어린이집,서울특별시 성동구 무학봉16길 9-3,서울특별시 성동구 하왕십리동 976-13,37.560836999999999,127.032032099999995,서울특별시 성동구,성동경찰서,Y,1.000000000000000,"7",2020/06/17,"3030000",서울특별시 성동구,"0","10"
"2018","20180115",야,월,"1","1","0","0","0",서울,성동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,958632.000000000000000,1951659.000000000000000,127.031588900000003,37.563362020000000,"38708",서울특별시 성동구청,서울특별시 성동구 무학봉11가길 5-34,서울특별시 성동구 하왕십리동 991-44,쓰레기단속,"1",300.000000000000000,하단부,30.000000000000000,"201409",02-2286-5879,37.561584000000003,127.028625000000005,2020/06/08,"3030000",서울특별시 성동구,유치원,무학유치원,서울특별시 성동구 무학봉15가길 4,서울특별시 성동구 하왕십리동 986-95,37.561470499999999,127.030654699999999,서울특별시 성동구,성동경찰서,Y,1.000000000000000,"4",2020/06/17,"3030000",서울특별시 성동구,"0","97"
"2018","20180115",야,월,"1","1","0","0","0",서울,성동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,958632.000000000000000,1951659.000000000000000,127.031588900000003,37.563362020000000,"33983",서울특별시 성동구청,서울특별시 성동구 왕십리로 379,서울특별시 성동구 하왕십리동 890-81,쓰레기단속,"1",300.000000000000000,하단부,30.000000000000000,"201409",02-2286-5879,37.564621000000002,127.028144999999995,2020/06/08,"3030000",서울특별시 성동구,초등학교,무학초등학교,서울특별시 성동구 무학봉15길 21,서울특별시 성동구 하왕십리동 950-1,37.563202900000000,127.029645500000001,서울특별시 성동구,성동경찰서,Y,8.000000000000000,"5",2020/06/17,"3030000",서울특별시 성동구,2018-04-26,"97"
"2018","20180322",야,목,"1","1","0","0","0",서울,중랑구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,특수차,특수차,보행자,보행자,964088.000000000000000,1956382.000000000000000,127.093134199999994,37.606160819999999,"18046",서울특별시 중랑구청,서울특별시 중랑구 봉화산로 190,서울특별시 중랑구 신내2동 665,생활방범,"4",200.000000000000000,"0",30.000000000000000,"201309",02-2094-0284,37.605958819999998,127.094157299999992,2020/05/06,"3060000",서울특별시 중랑구,유치원,예원유치원,서울특별시 중랑구 신내로51,서울특별시 중랑구 신내2동 783,37.605975899999997,127.094726699999995,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,"3060000",서울특별시 중랑구,"0","97"
"2018","20180322",야,목,"1","1","0","0","0",서울,중랑구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,특수차,특수차,보행자,보행자,964088.000000000000000,1956382.000000000000000,127.093134199999994,37.606160819999999,"18239",서울특별시 중랑구청,서울특별시 중랑구 봉화산로 45길,서울특별시 중랑구 상봉1동 산4-1,생활방범,"4",200.000000000000000,"0",30.000000000000000,"201001",02-2094-0284,37.607013700000003,127.091308599999991,2020/05/06,"3060000",서울특별시 중랑구,초등학교,서울신현초등학교,서울특별시 중랑구 봉화산로 188,서울특별시 중랑구 신내2동 663,37.605814690000003,127.093521500000008,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,"3060000",서울특별시 중랑구,"0","97"
"2018","20180726",야,목,"1","1","0","0","0",서울,양천구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,941251.000000000000000,1948001.000000000000000,126.835086599999997,37.529447699999999,"13179",서울특별시 양천구청,서울특별시 양천구 곰달래로10길 9,서울특별시 양천구 신월동 229-3,생활방범,"5",200.000000000000000,360도 전방,30.000000000000000,"200812",02-2620-4793,37.529113000000002,126.836733000000024,2019/11/20,"3140000",서울특별시 양천구,어린이집,곰달래어린이집,서울특별시 양천구 남부순환로65길 2,서울특별시 양천구 신월1동 217-1,37.527704700000001,126.834014999999994,서울특별시 양천구청,양천경찰서,Y,2.000000000000000,"6",2020/06/01,"3140000",서울특별시 양천구,"0","8"
