사고번호,사고일시,요일,시군구,X,Y,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2.01E+15,2012년 4월 26일 15시,목요일,서울특별시 강서구 공항동,126.810464,37.554782,중상사고,0,1,0,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,51세,상해없음,보행자,남,10세,중상
2.01E+15,2012년 5월 1일 16시,화요일,서울특별시 강북구 수유동,127.007369,37.638335,경상사고,0,0,1,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,단일로 - 기타,승용,여,28세,상해없음,보행자,남,8세,경상
2.01E+15,2012년 5월 1일 18시,화요일,서울특별시 강북구 미아동,127.023876,37.62111,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,49세,상해없음,보행자,남,7세,중상
2.01E+15,2012년 5월 2일 13시,수요일,서울특별시 성북구 석관동,127.061476,37.608269,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,60세,상해없음,보행자,남,6세,중상
2.01E+15,2012년 5월 4일 18시,금요일,서울특별시 강서구 화곡동,126.84727,37.540704,사망사고,1,0,0,0,차대사람 - 횡단중,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,남,9세,사망
2.01E+15,2012년 5월 6일 12시,일요일,서울특별시 서대문구 충정로2가,126.963195,37.5597,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,여,9세,경상
2.01E+15,2012년 5월 7일 13시,월요일,서울특별시 노원구 중계동,127.079999,37.651015,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,48세,상해없음,보행자,남,10세,중상
2.01E+15,2012년 5월 8일 15시,화요일,서울특별시 구로구 개봉동,126.851943,37.494229,경상사고,0,0,1,0,차대사람 - 횡단중,기타,포장 - 건조,맑음,단일로 - 기타,이륜,남,17세,상해없음,보행자,남,7세,경상
2.01E+15,2012년 5월 8일 16시,화요일,서울특별시 구로구 신도림동,126.882185,37.509954,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,58세,상해없음,보행자,남,8세,경상
2.01E+15,2012년 5월 10일 16시,목요일,서울특별시 강서구 화곡동,126.84727,37.540704,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,51세,상해없음,보행자,여,7세,중상
2.01E+15,2012년 5월 11일 16시,금요일,서울특별시 송파구 풍납동,127.113989,37.533212,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,흐림,기타 - 기타,승합,남,61세,상해없음,보행자,남,7세,중상
2.01E+15,2012년 5월 17일 12시,목요일,서울특별시 성북구 동소문동7가,127.014189,37.596332,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도부근,승용,남,38세,상해없음,보행자,남,7세,중상
2.01E+15,2012년 5월 19일 15시,토요일,서울특별시 도봉구 방학동,127.031062,37.665292,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,10세,경상,승용,남,68세,상해없음
2.01E+15,2012년 5월 20일 14시,일요일,서울특별시 구로구 개봉동,126.851943,37.494229,부상신고사고,0,0,0,2,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,7세,부상신고,원동기,남,16세,부상신고
2.01E+15,2012년 5월 22일 08시,화요일,서울특별시 성북구 상월곡동,127.047775,37.606177,부상신고사고,0,0,0,1,차대사람 - 횡단중,미분류,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,보행자,남,4세,부상신고
2.01E+15,2012년 5월 22일 13시,화요일,서울특별시 구로구 고척동,126.858875,37.503171,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,원동기,기타불명,기타불명,기타불명,보행자,남,10세,부상신고
2.01E+15,2012년 5월 30일 13시,수요일,서울특별시 성북구 삼선동1가,127.007886,37.584917,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,이륜,남,29세,상해없음,보행자,남,10세,경상
2.01E+15,2012년 6월 5일 15시,화요일,서울특별시 동대문구 휘경동,127.064513,37.588218,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,화물,남,27세,상해없음,보행자,남,11세,경상
2.01E+15,2012년 6월 8일 15시,금요일,서울특별시 중랑구 중화동,127.078141,37.600507,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,41세,상해없음,보행자,여,12세,경상
2.01E+15,2012년 6월 14일 19시,목요일,서울특별시 노원구 상계동,127.07033,37.672997,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,이륜,남,17세,상해없음,보행자,남,11세,중상
2.01E+15,2012년 6월 20일 08시,수요일,서울특별시 구로구 개봉동,126.851943,37.494229,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,31세,상해없음,보행자,남,9세,중상
2.01E+15,2012년 6월 25일 14시,월요일,서울특별시 도봉구 창동,127.044061,37.647747,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,55세,상해없음,보행자,남,4세,중상
2.01E+15,2012년 6월 26일 14시,화요일,서울특별시 강북구 수유동,127.007369,37.638335,중상사고,0,1,0,0,차대사람 - 횡단중,기타,포장 - 건조,맑음,단일로 - 횡단보도부근,승용,남,53세,상해없음,보행자,여,10세,중상
2.01E+15,2012년 6월 27일 16시,수요일,서울특별시 은평구 녹번동,126.934578,37.605317,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,남,9세,중상
2.01E+15,2012년 7월 3일 08시,화요일,서울특별시 마포구 망원동,126.899851,37.555496,중상사고,0,1,0,0,차대사람 - 기타,미분류,포장 - 건조,맑음,단일로 - 기타,승합,남,49세,상해없음,보행자,남,8세,중상
2.01E+15,2012년 7월 3일 17시,화요일,서울특별시 송파구 방이동,127.125384,37.515681,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 습기,맑음,단일로 - 횡단보도상,승용,남,55세,상해없음,보행자,여,11세,경상
2.01E+15,2012년 7월 7일 12시,토요일,서울특별시 도봉구 창동,127.044061,37.647747,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,원동기,남,23세,상해없음,보행자,여,4세,경상
2.01E+15,2012년 7월 7일 16시,토요일,서울특별시 성북구 석관동,127.061476,37.608269,경상사고,0,0,1,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,단일로 - 기타,승용,여,29세,상해없음,보행자,여,6세,경상
2.01E+15,2012년 7월 9일 08시,월요일,서울특별시 강서구 화곡동,126.84727,37.540704,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,48세,상해없음,보행자,남,11세,중상
2.01E+15,2012년 7월 12일 17시,목요일,서울특별시 구로구 고척동,126.858875,37.503171,경상사고,0,0,1,0,차대사람 - 횡단중,기타,포장 - 건조,맑음,단일로 - 기타,화물,남,65세,상해없음,보행자,남,5세,경상
2.01E+15,2012년 7월 14일 16시,토요일,서울특별시 노원구 상계동,127.07033,37.672997,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 습기,비,단일로 - 기타,승용,여,38세,상해없음,보행자,남,8세,경상
2.01E+15,2012년 7월 17일 19시,화요일,서울특별시 노원구 공릉동,127.091015,37.630503,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,남,11세,경상
2.01E+15,2012년 7월 23일 13시,월요일,서울특별시 강남구 대치동,127.06334,37.499194,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,8세,중상
2.01E+15,2012년 7월 23일 17시,월요일,서울특별시 노원구 상계동,127.07033,37.672997,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 기타,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,여,6세,경상
2.01E+15,2012년 7월 23일 18시,월요일,서울특별시 중구 신당동,127.013665,37.557916,경상사고,0,0,1,0,차대사람 - 기타,미분류,포장 - 건조,맑음,단일로 - 기타,승용,남,40세,상해없음,보행자,남,12세,경상
2.01E+15,2012년 7월 25일 08시,수요일,서울특별시 은평구 수색동,126.89454,37.585577,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,11세,경상,원동기,남,61세,상해없음
2.01E+15,2012년 7월 25일 16시,수요일,서울특별시 성북구 종암동,127.033905,37.59718,경상사고,0,0,1,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,39세,상해없음,보행자,남,6세,경상
2.01E+15,2012년 7월 26일 13시,목요일,서울특별시 금천구 시흥동,126.909282,37.449531,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,화물,남,44세,상해없음,보행자,남,7세,경상
2.01E+15,2012년 8월 14일 09시,화요일,서울특별시 강서구 방화동,126.813917,37.575414,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,26세,상해없음,보행자,여,4세,부상신고
2.01E+15,2012년 8월 17일 17시,금요일,서울특별시 구로구 궁동,126.828517,37.500442,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도부근,승용,남,54세,상해없음,보행자,여,11세,중상
2.01E+15,2012년 8월 23일 14시,목요일,서울특별시 강북구 수유동,127.007369,37.638335,경상사고,0,0,1,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,교차로 - 교차로안,승용,여,49세,상해없음,보행자,여,9세,경상
2.01E+15,2012년 8월 23일 15시,목요일,서울특별시 강북구 번동,127.036755,37.629045,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,보행자,여,10세,중상
2.01E+15,2012년 8월 23일 15시,목요일,서울특별시 구로구 천왕동,126.839867,37.480262,경상사고,0,0,1,0,차대사람 - 기타,중앙선침범,포장 - 건조,맑음,단일로 - 기타,화물,남,52세,상해없음,보행자,여,6세,경상
2.01E+15,2012년 8월 25일 10시,토요일,서울특별시 은평구 진관동,126.937815,37.639684,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,47세,상해없음,보행자,여,9세,중상
2.01E+15,2012년 9월 3일 14시,월요일,서울특별시 송파구 거여동,127.14567,37.489555,중상사고,0,1,0,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,34세,상해없음,자전거,여,11세,중상
2.01E+15,2012년 9월 5일 16시,수요일,서울특별시 송파구 방이동,127.125384,37.515681,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,63세,상해없음,보행자,남,7세,경상
2.01E+15,2012년 9월 12일 15시,수요일,서울특별시 노원구 상계동,127.07033,37.672997,중상사고,0,2,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승합,남,42세,상해없음,보행자,여,8세,중상
2.01E+15,2012년 9월 16일 12시,일요일,서울특별시 강서구 화곡동,126.84727,37.540704,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,흐림,단일로 - 기타,승용,남,31세,상해없음,보행자,남,12세,경상
2.01E+15,2012년 9월 16일 15시,일요일,서울특별시 중랑구 묵동,127.079735,37.612719,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,10세,경상,이륜,남,54세,상해없음
2.01E+15,2012년 9월 20일 18시,목요일,서울특별시 은평구 대조동,126.923152,37.612259,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,1세,중상
2.01E+15,2012년 9월 27일 20시,목요일,서울특별시 구로구 가리봉동,126.88803,37.482708,중상사고,0,1,1,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,단일로 - 기타,이륜,남,42세,중상,보행자,남,9세,경상
2.01E+15,2012년 10월 12일 16시,금요일,서울특별시 노원구 공릉동,127.091015,37.630503,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,43세,상해없음,보행자,여,7세,중상
2.01E+15,2012년 10월 12일 20시,금요일,서울특별시 종로구 혜화동,127.001756,37.587821,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도부근,승용,여,50세,상해없음,보행자,남,5세,경상
2.01E+15,2012년 10월 27일 10시,토요일,서울특별시 구로구 오류동,126.838594,37.491666,부상신고사고,0,0,0,1,차대사람 - 차도통행중,미분류,포장 - 습기,비,단일로 - 기타,승용,남,45세,상해없음,보행자,여,12세,부상신고
2.01E+15,2012년 10월 31일 17시,수요일,서울특별시 강동구 상일동,127.168808,37.550586,중상사고,0,1,0,0,차대차 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,자전거,남,9세,중상
2.01E+15,2012년 11월 2일 14시,금요일,서울특별시 송파구 문정동,127.122487,37.485817,중상사고,0,1,0,0,차대사람 - 차도통행중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,25세,상해없음,보행자,남,9세,중상
2.01E+15,2012년 11월 6일 15시,화요일,서울특별시 성북구 장위동,127.049914,37.615222,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,흐림,단일로 - 기타,승용,남,53세,상해없음,보행자,여,8세,중상
2.01E+15,2012년 11월 6일 15시,화요일,서울특별시 양천구 신월동,126.834319,37.526611,중상사고,0,1,0,1,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승합,남,44세,상해없음,보행자,여,6세,중상
2.01E+15,2012년 11월 8일 09시,목요일,서울특별시 동작구 사당동,126.972305,37.485624,부상신고사고,0,0,0,1,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,40세,상해없음,보행자,여,11세,부상신고
2.01E+15,2012년 11월 25일 16시,일요일,서울특별시 중구 신당동,127.013665,37.557916,경상사고,0,0,1,0,차대사람 - 기타,미분류,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,남,7세,경상
2.01E+15,2012년 11월 28일 08시,수요일,서울특별시 강남구 수서동,127.096716,37.485884,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,보행자,여,7세,중상
2.01E+15,2012년 12월 1일 09시,토요일,서울특별시 도봉구 쌍문동,127.027091,37.653366,경상사고,0,0,1,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,단일로 - 횡단보도부근,승용,남,52세,상해없음,보행자,여,10세,경상
2.01E+15,2012년 12월 13일 13시,목요일,서울특별시 강서구 염창동,126.871775,37.554555,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,45세,상해없음,보행자,여,8세,경상
2.01E+15,2012년 12월 20일 13시,목요일,서울특별시 광진구 중곡동,127.088785,37.563521,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도부근,승합,남,47세,상해없음,보행자,남,9세,중상
2.01E+15,2012년 12월 27일 17시,목요일,서울특별시 성북구 석관동,127.061476,37.608269,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,남,11세,중상
2.01E+15,2013년 1월 2일 11시,수요일,서울특별시 강서구 가양동,126.844678,37.566448,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,50세,상해없음,보행자,남,12세,경상
2.01E+15,2013년 1월 9일 08시,수요일,서울특별시 서대문구 천연동,126.959447,37.567948,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승합,남,64세,상해없음,보행자,남,12세,경상
2.01E+15,2013년 1월 10일 16시,목요일,서울특별시 성북구 동소문동7가,127.014189,37.596332,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,46세,상해없음,보행자,남,8세,중상
2.01E+15,2013년 1월 17일 10시,목요일,서울특별시 중구 신당동,127.013665,37.557916,중상사고,0,1,0,0,차대사람 - 횡단중,미분류,포장 - 습기,흐림,단일로 - 횡단보도부근,승용,남,52세,상해없음,보행자,남,10세,중상
2.01E+15,2013년 1월 28일 15시,월요일,서울특별시 광진구 군자동,127.073667,37.553041,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,상해없음,보행자,여,8세,경상
2.01E+15,2013년 2월 7일 17시,목요일,서울특별시 동작구 흑석동,126.962328,37.505495,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,35세,기타불명,보행자,남,7세,경상
2.01E+15,2013년 2월 7일 17시,목요일,서울특별시 양천구 목동,126.87452,37.536047,경상사고,0,0,1,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,53세,상해없음,보행자,남,7세,경상
2.01E+15,2013년 2월 15일 15시,금요일,서울특별시 성북구 삼선동3가,127.013061,37.586546,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,화물,남,32세,상해없음,보행자,남,7세,경상
2.01E+15,2013년 2월 20일 17시,수요일,서울특별시 광진구 중곡동,127.088785,37.563521,경상사고,0,0,1,0,차대사람 - 기타,미분류,포장 - 건조,맑음,단일로 - 기타,승용,남,31세,상해없음,보행자,여,7세,경상
2.01E+15,2013년 3월 8일 17시,금요일,서울특별시 노원구 중계동,127.079999,37.651015,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,54세,상해없음,보행자,여,12세,경상
